volume,plate,ku_id,ku_title,ku_english,ku_printed_latin,ku_sci,note
I,1,ku-gould:15332,Wedge-tailed Eagle. 1. plate,Wedge-tailed Eagle,Aquila fucosa,Aquila audax,
I,2,ku-gould:15328,Little Eagle. 2. plate,Little Eagle,Aquila morphnoides,Hieraaetus morphnoides,printed_english=Little australian eagle
I,3,ku-gould:15324,White-bellied Sea Eagle. 3. plate,White-bellied Sea Eagle,Ichthyiaetus leucogaster,Haliaeetus leucogaster,
I,4,ku-gould:15320,Brahminy Kite. 4. plate,Brahminy Kite,Haliaster leucosternus,Haliastur indus,printed_english=White-breasted sea eagle
I,5,ku-gould:15316,Whistling Kite. 5. plate,Whistling Kite,Haliaster sphenurus,Haliastur sphenurus,printed_english=Whistling eagle
I,6,ku-gould:15312,"Osprey, Western Osprey, Balbuzard pêcheur, Gavilán pescador. 6. plate","Osprey, Western Osprey, Balbuzard pêcheur, Gavilán pescador",Pandion leucocephalus,Pandion haliaetus,printed_english=White-headed osprey
I,7,ku-gould:15308,Grey Falcon. 7. plate,Grey Falcon,Falco hypoleucus,Falco hypoleucos,
I,8,ku-gould:15304,"Peregrine Falcon, Faucon pèlerin, faucon pélerin, Halcón peregrino,. 8. plate","Peregrine Falcon, Faucon pèlerin, faucon pélerin, Halcón peregrino,",Falco melanogenys,Falco peregrinus,printed_english=Black-cheeked falcon
I,9,ku-gould:15300,Black Falcon. 9. plate,Black Falcon,,Falco subniger,
I,10,ku-gould:15296,Australian Hobby. 10. plate,Australian Hobby,Falco frontatus,Falco longipennis,printed_english=White-fronted falcon
I,11,ku-gould:15292,Brown Falcon. 11. plate,Brown Falcon,Ieracidea berigora,Falco berigora berigora,printed_english=Brown hawk
I,12,ku-gould:15288,Brown Falcon. 12. plate,Brown Falcon,Ieracidea occidentalis,Falco berigora occidentalis,printed_english=Western brown hawk
I,13,ku-gould:15284,"Australian Falcon, Nankeen Kestrel. 13. plate","Australian Falcon, Nankeen Kestrel",Tinnunculus cenchroides,Falco cenchroides,printed_english=Nankeen kestril
I,14,ku-gould:15280,Grey Goshawk. 14. plate,Grey Goshawk,Astur novae-hollandiae,Accipiter novaehollandiae,printed_english=New holland goshawk
I,15,ku-gould:15276,Grey Goshawk. 15. plate,Grey Goshawk,Astur novae-hollandiae,Accipiter novaehollandiae,printed_english=White goshawk
I,16,ku-gould:15272,Red Goshawk. 16. plate,Red Goshawk,Astur radiatus,Erythrotriorchis radiatus,printed_english=Radiated goshawk
I,17,ku-gould:15268,Brown Goshawk. 17. plate,Brown Goshawk,Astur approximans,Accipiter fasciatus,printed_english=Australian goshawk
I,18,ku-gould:15264,Brown Goshawk. 18. plate,Brown Goshawk,Astur cruentus,Accipiter fasciatus,printed_english=West australian goshawk
I,19,ku-gould:15260,Collared Sparrowhawk. 19. plate,Collared Sparrowhawk,Accipiter torquatus,Accipiter cirrocephalus,printed_english=Collared sparrow hawk
I,20,ku-gould:15256,Black-breasted Buzzard. 20. plate,Black-breasted Buzzard,Buteo melanosternon,Hamirostra melanosternon,
I,21,ku-gould:15252,"Black Kite, Milan noir. 21. plate","Black Kite, Milan noir",Milvus affinis,Milvus migrans,printed_english=Allied kite
I,22,ku-gould:15248,Square-tailed Kite. 22. plate,Square-tailed Kite,Milvus isurus,Lophoictinia isura,
I,23,ku-gould:15244,Black-shouldered Kite. 23. plate,Black-shouldered Kite,,Elanus axillaris,
I,24,ku-gould:15240,Letter-winged Kite. 24. plate,Letter-winged Kite,,Elanus scriptus,
I,25,ku-gould:15236,Pacific Baza. 25. plate,Pacific Baza,Lepidogenys subcristatus,Aviceda subcristata,printed_english=Crested hawk
I,26,ku-gould:15232,Spotted Harrier. 26. plate,Spotted Harrier,Allied harrier,Circus assimilis,
I,27,ku-gould:15228,Spotted Harrier. 27. plate,Spotted Harrier,Circus jardinii,Circus assimilis,printed_english=Jardine's harrier
I,28,ku-gould:15224,Australian Masked Owl. 28. plate,Australian Masked Owl,Strix castanops,Tyto novaehollandiae castanops,printed_english=Chestnut-faced owl
I,29,ku-gould:15220,Australian Masked Owl. 29. plate,Australian Masked Owl,Strix personata,Tyto novaehollandiae,printed_english=Masked barn owl
I,30,ku-gould:15216,Greater Sooty Owl. 30. plate,Greater Sooty Owl,Strix tenebricosus,Tyto tenebricosa,printed_english=Sooty owl
I,31,ku-gould:15212,"Barn Owl, Common Barn-Owl, effraie de clochers, Lechuza de campanario. 31. plate","Barn Owl, Common Barn-Owl, effraie de clochers, Lechuza de campanario",Strix delicatulus,Tyto alba delicatula,printed_english=Delicate owl
I,32,ku-gould:15208,Southern Boobook. 32. plate,Southern Boobook,Athene boobook,Tyto boobook,printed_english=Boobook owl
I,33,ku-gould:15204,Morepork. 33. plate,Morepork,Athene maculata,Ninox novaeseelandiae,printed_english=Spotted owl
I,34,ku-gould:15200,Barking Boobook. 34. plate,Barking Boobook,Athene connivens,Ninox connivens,printed_english=Winking owl
I,35,ku-gould:15196,Powerful Boobook. 35. plate,Powerful Boobook,Athene strenua,Ninox strenua,printed_english=Powerful owl
I,36,ku-gould:15192,Rufous Boobook. 36. plate,Rufous Boobook,Athene rufa,Ninox rufa,printed_english=Rufous owl
II,1,ku-gould:15170,Australian Owlet-Nightjar. 1. plate,Australian Owlet-Nightjar,Aegotheles novae-hollandiae,Aegotheles cristatus,printed_english=Owlet nightjar
II,2,ku-gould:15166,Australian Owlet-Nightjar. 2. plate,Australian Owlet-Nightjar,Aegotheles leucogaster,Aegotheles cristatus,printed_english=White-bellied owlet nightjar
II,3,ku-gould:15162,Tawny Frogmouth. 3. plate,Tawny Frogmouth,Podargus humeralis,Podargus strigoides,printed_english=Tawny-shouldered podargus
II,4,ku-gould:15158,Tawny Frogmouth. 4. plate,Tawny Frogmouth,Podargus cuvieri,Podargus strigoides,printed_english=Cuvier's podargus
II,5,ku-gould:15154,Tawny Frogmouth. 5. plate,Tawny Frogmouth,Podargus phalaenoides,Podargus strigoides phalaenoides,printed_english=Moth-plumaged podargus
II,6,ku-gould:15150,Tawny Frogmouth. 6. plate,Tawny Frogmouth,Podargus plumiferus,Podargus strigoides,printed_english=Plumed podargus
II,7,ku-gould:15146,White-throated Nightjar. 7. plate,White-throated Nightjar,Eurostopodus albogularis,Eurostopodus mystacalis,printed_english=White-throated goat-sucker
II,8,ku-gould:15142,Spotted Nightjar. 8. plate,Spotted Nightjar,Eurostopodus guttatus,Eurostopodus argus,printed_english=Spotted goat-sucker
II,9,ku-gould:15138,Large-tailed Nightjar. 9. plate,Large-tailed Nightjar,,Caprimulgus macrurus,printed_alt_name=Large-tailed goat-sucker
II,10,ku-gould:15134,White-throated Needletail. 10. plate,White-throated Needletail,Acanthylis caudacuta,Hirundapus caudacutus,printed_english=Australian spine-tailed swallow
II,11,ku-gould:15130,Fork-tailed Swift. 11. plate,Fork-tailed Swift,Cypselus australis,Apus pacificus,printed_english=Australian swift
II,12,ku-gould:15126,White-backed Sparrow. 12. plate,White-backed Sparrow,Atticora leucosternon,Cheramoeca leucosternus,printed_english=White-breasted swallow
II,13,ku-gould:15122,Welcome Swallow. 13. plate,Welcome Swallow,,Hirundo neoxena,
II,14,ku-gould:15118,Tree Martin. 14. plate,Tree Martin,Collocalia arborea,Hirundo nigricans,
II,15,ku-gould:15114,Fairy Martin. 15. plate,Fairy Martin,Collocalia ariel,Hirundo fluvicola,
II,16,ku-gould:15110,Rainbow Bee-eater. 16. plate,Rainbow Bee-eater,Australian bee-eater,Merops ornatus,
II,17,ku-gould:15106,"Dollar Bird, Dollar Roller, Dollarbird, Oriental Dollarbird. 17. plate","Dollar Bird, Dollar Roller, Dollarbird, Oriental Dollarbird",Eurystomus australis,Eurystomus orientalis,printed_english=Australian roller
II,18,ku-gould:15102,Laughing Kookaburra. 18. plate,Laughing Kookaburra,Dacelo gigantea,Dacelo novaeguineae,printed_english=Great brown kingfisher
II,19,ku-gould:15098,Blue-winged Kookaburra. 19. plate,Blue-winged Kookaburra,,Dacelo leachii,printed_alt_name=Leach's kingfisher
II,20,ku-gould:15094,Blue-winged Kookaburra. 20. plate,Blue-winged Kookaburra,Dacelo cervina,Dacelo leachii,printed_english=Fawn-breasted kingfisher
II,21,ku-gould:15090,Sacred Kingfisher. 21. plate,Sacred Kingfisher,Halcyon sanctus,Todiramphus sanctus,printed_english=Sacred halcyon
II,22,ku-gould:15086,Red-backed Kingfisher. 22. plate,Red-backed Kingfisher,Halcyon pyrrhopygia,Todiramphus pyrrhopygius,printed_english=Red-backed halcyon
II,23,ku-gould:15082,Collared Kingfisher. 23. plate,Collared Kingfisher,Halcyon sordidus,Todiramphus chloris,printed_english=Sordid halcyon
II,24,ku-gould:15078,Forest Kingfisher. 24. plate,Forest Kingfisher,Halcyon macleayii,Todiramphus macleayii,printed_english=Macleay's halcyon
II,25,ku-gould:15074,Azure Kingfisher. 25. plate,Azure Kingfisher,Alcyone azurea,Alcedo azurea,
II,26,ku-gould:15070,Little Kingfisher. 26. plate,Little Kingfisher,Alcyone pusilla,Alcedo pusilla,
II,27,ku-gould:15066,Dusky Woodswallow. 27. plate,Dusky Woodswallow,Artamus sordidus,Artamus cyanopterus,printed_english=Wood swallow
II,28,ku-gould:15062,Little Woodswallow. 28. plate,Little Woodswallow,Little wood swallow,Artamus minor,
II,29,ku-gould:15058,Black-faced Woodswallow. 29. plate,Black-faced Woodswallow,,Artamus cinereus,printed_alt_name=Grey-breasted wood swallow
II,30,ku-gould:15054,Black-faced Woodswallow. 30. plate,Black-faced Woodswallow,Artamus albiventris,Artamus cinereus,printed_english=White-vented wood swallow
II,31,ku-gould:15050,Masked Woodswallow. 31. plate,Masked Woodswallow,Masked wood swallow,Artamus personatus,
II,32,ku-gould:15046,White-browed Woodswallow. 32. plate,White-browed Woodswallow,,Artamus superciliosus,printed_alt_name=White-eyebrowed wood swallow
II,33,ku-gould:15042,"White-breasted Wood-Swallow, White-breasted Woodswallow. 33. plate","White-breasted Wood-Swallow, White-breasted Woodswallow",Artamus leucopygialis,Artamus leucorynchus,printed_english=White-rumped wood swallow
II,34,ku-gould:15038,Mistletoebird. 34. plate,Mistletoebird,Swallow dicaeum,Dicaeum hirundinaceum,
II,35,ku-gould:15034,Spotted Pardalote. 35. plate,Spotted Pardalote,,Pardalotus punctatus,
II,36,ku-gould:15030,Red-browed Pardalote. 36. plate,Red-browed Pardalote,,Pardalotus rubricatus,printed_alt_name=Red-lored pardalote
II,37,ku-gould:15026,Forty-spotted Pardalote. 37. plate,Forty-spotted Pardalote,,Pardalotus quadragintus,
II,38,ku-gould:15022,Striated Pardalote. 38. plate,Striated Pardalote,,Pardalotus striatus,
II,39,ku-gould:15018,Striated Pardalote. 39. plate,Striated Pardalote,Pardalotus affinis,Pardalotus striatus,printed_english=Allied pardalote
II,40,ku-gould:15014,Black-headed Pardalote. 40. plate,Black-headed Pardalote,,Pardalotus melanocephalus,
II,41,ku-gould:15010,Black-headed Pardalote. 41. plate,Black-headed Pardalote,Pardalotus uropygialis,Pardalotus melanocephalus,printed_english=Yellow-rumped pardalote
II,42,ku-gould:15006,Pied Currawong. 42. plate,Pied Currawong,Great crow-shrike,Strepera graculina,
II,43,ku-gould:15002,Black Currawong. 43. plate,Black Currawong,Sooty crow-shrike,Strepera fuliginosa,
II,44,ku-gould:14998,Grey Currawong. 44. plate,Grey Currawong,Strepera arguta,Strepera versicolor,printed_english=Hill crow-shrike
II,45,ku-gould:14994,Grey Currawong. 45. plate,Grey Currawong,Strepera anaphonensis,Strepera versicolor,printed_english=Grey crow-shrike
II,46,ku-gould:14990,Australian Magpie. 46. plate,Australian Magpie,Piping crow-shrike,Gymnorhina tibicen,
II,47,ku-gould:14986,Australian Magpie. 47. plate,Australian Magpie,Gymnorhina leuconota,Gymnorhina tibicen,printed_english=White-backed crow-shrike
II,48,ku-gould:14982,Australian Magpie. 48. plate,Australian Magpie,Gymnorhina organicum,Gymnorhina tibicen,printed_english=Tasmanian crow-shrike
II,49,ku-gould:14978,Pied Butcherbird. 49. plate,Pied Butcherbird,,Cracticus nigrogularis,printed_alt_name=Black-throated crow-shrike
II,50,ku-gould:14974,Pied Butcherbird. 50. plate,Pied Butcherbird,Cracticus picatus,Cracticus nigrogularis,printed_english=Pied crow-shrike
II,51,ku-gould:14970,Grey Butcherbird. 51. plate,Grey Butcherbird,Cracticus argenteus,Cracticus torquatus,printed_english=Silvery-backed butcher-bird
II,52,ku-gould:14966,Grey Butcherbird. 52. plate,Grey Butcherbird,Cracticus destructor,Cracticus torquatus,printed_english=Butcher-bird
II,53,ku-gould:14962,Black Butcherbird. 53. plate,Black Butcherbird,Cracticus quoyii,Cracticus quoyi,printed_english=Quoy's crow-shrike
II,54,ku-gould:14958,Magpielark. 54. plate,Magpielark,Grallina australis,Grallina cyanoleuca,printed_english=Pied grallina
II,55,ku-gould:14954,Black-headed Cuckooshrike. 55. plate,Black-headed Cuckooshrike,Graucalus melanops,Coracina melanoptera,printed_english=Black-faced graucalus
II,56,ku-gould:14950,White-bellied Cuckooshrike. 56. plate,White-bellied Cuckooshrike,Graucalus mentalis,Coracina papuensis,printed_english=Varied graucalus
II,57,ku-gould:14946,White-bellied Cuckooshrike. 57. plate,White-bellied Cuckooshrike,Graucalus hypoleucus,Coracina papuensis,printed_english=White-bellied graucalus
II,58,ku-gould:14942,Black-shouldered Cicadabird. 58. plate,Black-shouldered Cicadabird,Graucalus swainsonii,Coracina incerta,printed_english=Swainson's graucalus
II,59,ku-gould:14938,Ground Cuckooshrike. 59. plate,Ground Cuckooshrike,Pteropodocys phasianella,Coracina maxima,printed_english=Ground graucalus
II,60,ku-gould:14934,"Cicadabird, Common Cicadabird. 60. plate","Cicadabird, Common Cicadabird",Campephaga jardinii,Coracina tenuirostris,printed_english=Jardine's campephaga
II,61,ku-gould:14930,Varied Triller. 61. plate,Varied Triller,Campephaga karu,Lalage leucomela,printed_english=Northern campephaga
II,62,ku-gould:14926,Varied Triller. 62. plate,Varied Triller,Campephaga leucomela,Lalage leucomela,printed_english=Black and white campephaga
II,63,ku-gould:14922,White-shouldered Triller. 63. plate,White-shouldered Triller,Campephaga humeralis,Lalage sueurii,printed_english=White-shouldered campephaga
II,64,ku-gould:14918,Australian Golden Whistler. 64. plate,Australian Golden Whistler,Pachycephala gutturalis,Pachycephala pectoralis,printed_english=Guttural pachycephala
II,65,ku-gould:14914,Australian Golden Whistler. 65. plate,Australian Golden Whistler,Pachycephala glaucura,Pachycephala pectoralis,printed_english=Grey-tailed pachycephala
II,66,ku-gould:14910,Australian Golden Whistler. 66. plate,Australian Golden Whistler,Pachycephala melanura,Pachycephala pectoralis,printed_english=Black-tailed pachycephala
II,67,ku-gould:14906,Australian Golden Whistler. 67. plate,Australian Golden Whistler,Banded thickhead,Pachycephala pectoralis,
II,68,ku-gould:14902,Rufous Whistler. 68. plate,Rufous Whistler,Pachycephala falcata,Pachycephala rufiventris,printed_english=Lunated pachycephala
II,69,ku-gould:14898,White-breasted Whistler. 69. plate,White-breasted Whistler,Pachycephala lanoides,Pachycephala lanioides,printed_english=Shrike-like pachycephala
II,70,ku-gould:14894,Red-lored Whistler. 70. plate,Red-lored Whistler,,Pachycephala rufogularis,printed_alt_name=Red-throated pachycephala
II,71,ku-gould:14890,Gilbert's Whistler. 71. plate,Gilbert's Whistler,Pachycephala gilbertii,Pachycephala inornata,printed_english=Gilber's pachycephala
II,72,ku-gould:14886,Grey Whistler. 72. plate,Grey Whistler,,Pachycephala simplex,printed_alt_name=Plain-colored pachycephala
II,73,ku-gould:14882,Olive Whistler. 73. plate,Olive Whistler,Olivaceous pachycephala,Pachycephala olivacea,
II,74,ku-gould:14878,Grey Shrikethrush. 74. plate,Grey Shrikethrush,Harmonious colluricincla,Colluricincla harmonica,
II,75,ku-gould:14874,Grey Shrikethrush. 75. plate,Grey Shrikethrush,Colluricincla rufiventris,Colluricincla harmonica,printed_english=Buff-bellied colluricincla
II,76,ku-gould:14870,Grey Shrikethrush. 76. plate,Grey Shrikethrush,Colluricincla brunnea,Colluricincla harmonica,printed_english=Brown colluricincla
II,77,ku-gould:14866,Colluricincla sp. ?. 77. plate,Colluricincla sp. ?,Colluricincla selbii,Colluricincla sp. ?,description_no_english_segment; printed_english=Selby's colluricincla
II,78,ku-gould:14862,Little Shrikethrush. 78. plate,Little Shrikethrush,Colluricincla parvula,Colluricincla megarhyncha,printed_english=Little colluricincla
II,79,ku-gould:14858,Crested Shriketit. 79. plate,Crested Shriketit,Frontal shrike-tit,Falcunculus frontatus,
II,80,ku-gould:14854,Crested Shriketit. 80. plate,Crested Shriketit,Falcunculus leucogaster,Falcunculus frontatus,printed_english=White-bellied shrike-tit
II,81,ku-gould:14850,Crested Bellbird. 81. plate,Crested Bellbird,Crested oreoica,Oreoica gutturalis,
II,82,ku-gould:14846,Spangled Drongo. 82. plate,Spangled Drongo,,Dicrurus bracteatus,
II,83,ku-gould:14842,New Zealand Fantail. 83. plate,New Zealand Fantail,Rhipidura albiscapa,Rhipidura fuliginosa,printed_english=White-shafted fantail
II,84,ku-gould:14838,"Rufous Fantail, Rufous-fronted Fantail. 84. plate","Rufous Fantail, Rufous-fronted Fantail",,Rhipidura rufifrons,printed_alt_name=Rufous-fronted fantail
II,85,ku-gould:14834,Northern Fantail. 85. plate,Northern Fantail,Rhipidura isura,Rhipidura rufiventris,
II,86,ku-gould:14830,Willie Wagtail. 86. plate,Willie Wagtail,Rhipidura motacilloides,Rhipidura leucophrys,printed_english=Black fantailed flycatcher
II,87,ku-gould:14826,Restless Flycatcher. 87. plate,Restless Flycatcher,Seisura inquieta,Myiagra inquieta,
II,88,ku-gould:14822,Shining Flycatcher. 88. plate,Shining Flycatcher,Piezorhynchus nitidus,Myiagra alecto,printed_english=Blue shining flycatcher
II,89,ku-gould:14818,Leaden Flycatcher. 89. plate,Leaden Flycatcher,Myiagra plumbea,Myiagra rubecula,printed_english=Plumbeous flycatcher
II,90,ku-gould:14814,Leaden Flycatcher. 90. plate,Leaden Flycatcher,Myiagra concinna,Myiagra rubecula,printed_english=Pretty flycatcher
II,91,ku-gould:14810,Satin Flycatcher. 91. plate,Satin Flycatcher,Myiagra nitida,Myiagra cyanoleuca,printed_english=Shining flycatcher
II,92,ku-gould:14806,Broad-billed Flycatcher. 92. plate,Broad-billed Flycatcher,Myiagra latirostris,Myiagra ruficollis,
II,93,ku-gould:14802,Jacky Winter. 93. plate,Jacky Winter,Microeca macroptera,Microeca fascinans,printed_english=Great-winged microeca
II,94,ku-gould:14798,Lemon-bellied Flyrobin. 94. plate,Lemon-bellied Flyrobin,,Microeca flavigaster,printed_alt_name=Yellow-bellied microeca
II,95,ku-gould:14794,Black-faced Monarch. 95. plate,Black-faced Monarch,Monarcha carinata,Monarcha melanopsis,printed_english=Carinated flycatcher
II,96,ku-gould:14790,Spectacled Monarch. 96. plate,Spectacled Monarch,Monarcha trivirgata,Monarcha trivirgatus,printed_english=Black-fronted flycatcher
II,97,ku-gould:14786,White-throated Gerygone. 97. plate,White-throated Gerygone,Gerygone albogularis,Gerygone olivacea,
II,98,ku-gould:14782,Western Gerygone. 98. plate,Western Gerygone,Gerygone fuscus,Gerygone fusca,printed_english=Fuscous gerygone
II,99,ku-gould:14778,Western Gerygone. 99. plate,Western Gerygone,Gerygone culicivorus,Gerygone fusca,
II,100,ku-gould:14774,Large-billed Gerygone. 100. plate,Large-billed Gerygone,,Gerygone magnirostris,printed_alt_name=Great-billed gerygone
II,101,ku-gould:14770,Mangrove Gerygone. 101. plate,Mangrove Gerygone,Gerygone laevigaster,Gerygone levigaster,printed_english=Buff-breasted gerygone
II,102,ku-gould:14766,Green-backed Gerygone. 102. plate,Green-backed Gerygone,,Gerygone chloronotus,
II,103,ku-gould:14762,Weebill. 103. plate,Weebill,,Smicrornis brevirostris,printed_alt_name=Short-billed smicrornis
II,104,ku-gould:14758,Weebill. 104. plate,Weebill,Smicrornis flavescens,Smicrornis brevirostris,printed_english=Yellow-tinted smicrornis
III,1,ku-gould:14736,Pink Robin. 1. plate,Pink Robin,Erythrodryas rhodinogaster,Petroica rodinogaster,printed_english=Pink-breasted wood-robin
III,2,ku-gould:14732,Rose Robin. 2. plate,Rose Robin,Erythrodryas rosea,Petroica rosea,printed_english=Rose-brasted wood-robin
III,3,ku-gould:14728,Pacific Robin. 3. plate,Pacific Robin,,Petroica multicolor,printed_alt_name=Scarlet-breasted robin
III,4,ku-gould:14724,Pacific Robin. 4. plate,Pacific Robin,Petroica erythrogastra,Petroica multicolor,printed_english=Norfolk island robin
III,5,ku-gould:14720,Red-capped Robin. 5. plate,Red-capped Robin,Petroica goodenovii,Poica goodenovii,
III,6,ku-gould:14716,Flame Robin. 6. plate,Flame Robin,,Petroica phoenicea,printed_alt_name=Flame-breasted robin
III,7,ku-gould:14712,New Zealand Robin. 7. plate,New Zealand Robin,Petroica bicolor,Petroica australis,printed_english=Pied robin
III,8,ku-gould:14708,Dusky Robin. 8. plate,Dusky Robin,Petroica fusca,Melanodryas vittata,
III,9,ku-gould:14704,White-browed Robin. 9. plate,White-browed Robin,Petroica superciliosa,Poecilodryas superciliosa,printed_english=White-eyebrowed robin
III,10,ku-gould:14700,Southern Scrub Robin. 10. plate,Southern Scrub Robin,Scrub robin,Drymodes brunneopygia,
III,11,ku-gould:14696,Eastern Yellow Robin. 11. plate,Eastern Yellow Robin,,Eopsaltria australis,printed_alt_name=Yellow-breasted robin
III,12,ku-gould:14692,Western Yellow Robin. 12. plate,Western Yellow Robin,,Eopsaltria griseogularis,printed_alt_name=Grey-breasted robin
III,13,ku-gould:14688,White-breasted Robin. 13. plate,White-breasted Robin,Eopsaltria leucogaster,Eopsaltria georgiana,printed_english=White-bellied robin
III,14,ku-gould:14684,Superb Lyrebird. 14. plate,Superb Lyrebird,Menura superba,Menura novaehollandiae,printed_english=Lyre bird
III,15,ku-gould:14680,Eastern Whipbird. 15. plate,Eastern Whipbird,Psophodes crepitans,Psophodes olivaceus,printed_english=Coach-whip bird
III,16,ku-gould:14676,Western Whipbird. 16. plate,Western Whipbird,,Psophodes nigrogularis,printed_alt_name=Black-throated psophodes
III,17,ku-gould:14672,Chirruping Wedgebill. 17. plate,Chirruping Wedgebill,Sphenostoma cristata,Psophodes cristatus,printed_english=Crested wedge-bill
III,18,ku-gould:14668,Superb Fairywren. 18. plate,Superb Fairywren,Blue wren,Malurus cyaneus,
III,19,ku-gould:14664,Superb Fairywren. 19. plate,Superb Fairywren,Malurus longicaudus,Malurus cyaneus,printed_english=Long-tailed wren
III,20,ku-gould:14660,Splendid Fairywren. 20. plate,Splendid Fairywren,Malurus melanotus,Malurus splendens,printed_english=Black-backed wren
III,21,ku-gould:14656,Splendid Fairywren. 21. plate,Splendid Fairywren,Banded wren,Malurus splendens,
III,22,ku-gould:14652,Red-winged Fairywren. 22. plate,Red-winged Fairywren,Graceful wren,Malurus elegans,
III,23,ku-gould:14648,Blue-breasted Fairywren. 23. plate,Blue-breasted Fairywren,Beautiful wren,Malurus pulcherrimus,
III,24,ku-gould:14644,Variegated Fairywren. 24. plate,Variegated Fairywren,,Malurus lamberti,printed_alt_name=Lambert's wren
III,25,ku-gould:14640,White-winged Fairywren. 25. plate,White-winged Fairywren,,Malurus leucopterus,printed_alt_name=White-winged wren
III,26,ku-gould:14636,Red-backed Fairywren. 26. plate,Red-backed Fairywren,,Malurus melanocephalus,printed_alt_name=Black-headed wren
III,27,ku-gould:14632,Red-backed Fairywren. 27. plate,Red-backed Fairywren,Malurus brownii,Malurus melanocephalus,printed_english=Brown's wren
III,28,ku-gould:14628,Thick-billed Grasswren. 28. plate,Thick-billed Grasswren,Amytis textilis,Amytornis textilis,printed_english=Textile wren
III,29,ku-gould:14624,Striated Grasswren. 29. plate,Striated Grasswren,Amytis striatus,Amytornis striatus,printed_english=Striated wren
III,30,ku-gould:14620,Thick-billed Grasswren. 30. plate,Thick-billed Grasswren,Amytis macrourus,Amytornis textilis,printed_english=Large-tailed wren
III,31,ku-gould:14616,Southern Emu-wren. 31. plate,Southern Emu-wren,Emu wren,Stipiturus malachurus,
III,32,ku-gould:14612,Eastern Bristlebird. 32. plate,Eastern Bristlebird,Dasyornis australis,Dasyornis brachypterus,printed_english=Bristle bird
III,33,ku-gould:14608,Western Bristlebird. 33. plate,Western Bristlebird,,Dasyornis longirostris,printed_alt_name=Long-billed bristle bird
III,34,ku-gould:14604,Noisy Scrubbird. 34. plate,Noisy Scrubbird,Atrichia clamosa,Atrichornis clamosus,printed_english=Noisy brush-bird
III,35,ku-gould:14600,Tawny Grassbird. 35. plate,Tawny Grassbird,Sphenoeacus galactotes,Megalurus timoriensis,printed_english=Tawny sphenoeacus
III,36,ku-gould:14596,Little Grassbird. 36. plate,Little Grassbird,Sphenoeacus gramineus,Megalurus gramineus,printed_english=Grass-loving sphenoeacus
III,37,ku-gould:14592,Australian Reed Warbler. 37. plate,Australian Reed Warbler,Reed warbler,Acrocephalus australis,
III,38,ku-gould:14588,Great Reed Warbler. 38. plate,Great Reed Warbler,Acrocephalus longirostris,Acrocephalus arundinaceus,printed_english=Long-billed reed warbler
III,39,ku-gould:14584,Chestnut-rumped Hylacola. 39. plate,Chestnut-rumped Hylacola,Hylacola pyrrhopygia,Hylacola pyrrhopygius,printed_english=Red-rumped wren
III,40,ku-gould:14580,Shy Hylacola. 40. plate,Shy Hylacola,Hylacola cauta,Hylacola cautus,printed_english=Cautious wren
III,41,ku-gould:14576,Great warbler. 41. plate,Great warbler,,Cysticola magna,
III,42,ku-gould:14572,Golden-headed Cisticola. 42. plate,Golden-headed Cisticola,Cysticola exilis,Cisticola exilis,printed_english=Exile warbler
III,43,ku-gould:14568,Golden-headed Cisticola. 43. plate,Golden-headed Cisticola,Cysticola lineocapilla,Cisticola exilis,printed_english=Lineated warbler
III,44,ku-gould:14564,Square-tailed warbler. 44. plate,Square-tailed warbler,,Cysticola isura,
III,45,ku-gould:14560,Red-pate Cisticola. 45. plate,Red-pate Cisticola,Cysticola ruficeps,Cisticola ruficeps,printed_english=Rufous-headed warbler
III,46,ku-gould:14556,Yellow-throated Scrubwren. 46. plate,Yellow-throated Scrubwren,,Sericornis citreogularis,printed_alt_name=Yellow-throated sericornis
III,47,ku-gould:14552,Brown Scrubwren. 47. plate,Brown Scrubwren,,Sericornis humilis,printed_alt_name=Sombre-coloured sericornis
III,48,ku-gould:14548,White-browed Scrubwren. 48. plate,White-browed Scrubwren,Sericornis osculans,Sericornis frontalis,printed_english=Allied sericornis
III,49,ku-gould:14544,White-browed Scrubwren. 49. plate,White-browed Scrubwren,,Sericornis frontalis,printed_alt_name=White-fronted sericornis
III,50,ku-gould:14540,White-browed Scrubwren. 50. plate,White-browed Scrubwren,Sericornis laevigaster,Sericornis frontalis,printed_english=Buff-breasted sericornis
III,51,ku-gould:14536,White-browed Scrubwren. 51. plate,White-browed Scrubwren,Sericornis maculatus,Sericornis frontalis,printed_english=Spotted sericornis
III,52,ku-gould:14532,Large-billed Scrubwren. 52. plate,Large-billed Scrubwren,,Sericornis magnirostris,printed_alt_name=Large-billed sericornis
III,53,ku-gould:14528,Brown Thornbill. 53. plate,Brown Thornbill,Little brown acanthiza,Acanthiza pusilla,
III,54,ku-gould:14524,Tasmanian Thornbill. 54. plate,Tasmanian Thornbill,Acanthiza diemenensis,Acanthiza ewingii,printed_english=Tasmanian acanthiza
III,55,ku-gould:14520,Tasmanian Thornbill. 55. plate,Tasmanian Thornbill,,Acanthiza ewingii,printed_alt_name=Ewing's acanthiza
III,56,ku-gould:14516,Chestnut-rumped Thornbill. 56. plate,Chestnut-rumped Thornbill,,Acanthiza uropygialis,printed_alt_name=Chestnut-rumped acanthiza
