volume,plate,ia_id,leaf,caption_ocr,caption_latin,agrees,orientation,caption_top,fold_out,note
Supp,31,birdsAustraliasSuppGoul,136,"f / WERULA VINITINCTA. Gnudi J bould andl fichier del. a lithe. Siullmendd & Walton, Pap.",Merula vinitincta,yes,portrait,0.906,,"Vision OCR: MERULA VINITINCTA, Gould"
Supp,32,birdsAustraliasSuppGoul,140,"CINCLOSOMA CASTANEOTHORAY , Goud. J Gould ond LC Richivor, del, & bith Hetimoande & Wabttow, Lp.",Cinclosoma castaneothorax,yes,portrait,0.915,,"Vision OCR: • CINCLOSOMA CASTANEOTHORAX, Goudd."
Supp,33,birdsAustraliasSuppGoul,144,Hidlnandd & Walion toy. 1 andl FC Hichter del 2b lth. ne 4. GoW,Aplonis metallica,yes,portrait,0.934,,Vision OCR: APLONIS METALICA.
Supp,34,birdsAustraliasSuppGoul,148,ve ee eat Sen ee Ae a lng 7 S 2 LS S CRi T Gould & Hi,Ptilonorhynchus Rawnsleyi,yes,portrait,0.934,,"Vision OCR: RAWNSLEYI, Digg."
Supp,35,birdsAustraliasSuppGoul,152,"CHLAMYDERA GUTTATA , Gould. SJ Gould and HC Weichiter, deb, ev, litlv.",Chlamydera guttata,yes,portrait,0.932,,"Vision OCR: CHLAMYDERA GUTTATA, Gould."
Supp,36,birdsAustraliasSuppGoul,156,"CHLAMYDERA CERVINIVENTIRIS, ¢owd FTialtrnarrdel & Wadlior, Lr 7 ° cheber, del ob beth, Sboudd ama HC Fe é",Chlamydera cerviniventris,yes,portrait,0.935,,"Vision OCR: CHLAMYDERA CERVINIVENTRIS, Gould"
Supp,37,birdsAustraliasSuppGoul,160,"VEN TRIS ao FLA » Gould LGould and LOHicdder deb cf tith, Hullmandd & Walten Imp.",Sphecotheres flaviventris,yes,portrait,0.920,,Vision OCR: FLAVIVENTRIS: Gould
Supp,38,birdsAustraliasSuppGoul,164,"[ATORHINUS RUFICERS , aril Kellaaadel ke Walicw, Lig. and HC Richter, dl. hth Lbou",Pomatorhinus ruficeps,yes,portrait,0.902,,"Vision OCR: POMATORHINUS RUFICEPS, Hartl."
Supp,39,birdsAustraliasSuppGoul,166,"PTILOTIS CASSIDIX , Jad. J Goulds and HL Richter, del a lith Walter, Emp.",Ptilotis cassidix,yes,portrait,0.944,,"Vision OCR: PTILOTIS CASSIDIX, Jard."
Supp,40,birdsAustraliasSuppGoul,170,".. K oY = ' Hn . t 1 a PTILOTIS FASCIOGULARIS, Goud. » bel, ef Lith. : Hullnandel & Kalion Jmp.",Ptilotis fasciogularis,yes,portrait,0.906,,"Vision OCR: PTILOTIS FASCIOGULARIS, Goud."
Supp,41,birdsAustraliasSuppGoul,174,"PTILOTIS NOTATA . Gould. Walter, Lng. Jlculd éHiCRichte, de wv tit",Ptilotis notata,yes,portrait,0.930,,"Vision OCR: PTILOTIS NOTATA, Gould."
Supp,42,birdsAustraliasSuppGoul,178,THLOTIS FIMLIGK RAs: Gould. Jioudld and IC Richter del et title.,Ptilotis filigera,yes,portrait,0.933,,Vision OCR: PTULOTIS FILAGERA: Geald.
Supp,43,birdsAustraliasSuppGoul,182,"PTILOTIS COCKERELLI, Gould Gould &HCRichter, del et bith Walter. Imp.",Ptilotis Cockerelli,yes,portrait,0.950,,"Vision OCR: PTILOTIS COCKERELLI, Gould."
Supp,44,birdsAustraliasSuppGoul,186,"TROPIDORHYNCHUS BUCEROIDE 8, Siboutds amd He Reielter, dict bith. Hallrmairadel b Walton, Lp",Tropidorhynchus buceroides,yes,portrait,0.899,,Vision OCR: TROPIDORHYNCHTS BUCEROÏDE S.
Supp,45,birdsAustraliasSuppGoul,190,"NECTARINIA AUSTRALIS 2 Gould. J. Gould and HC Richter del & lithe, — : Ttlinandel & Walton mp.",Nectarinia australis,yes,portrait,0.928,,Vision OCR: NECTARINIA AUSTRALIS: Gould.
Supp,46,birdsAustraliasSuppGoul,194,"LOSTEIROPS ALBOGULARIS , Gould Slould anal Peuckiver, da, we bith, | Hiudtrrucndel, & Walton, Trap",Zosterops albogularis,yes,portrait,0.927,,"Vision OCR: ZOSTEROPS ALBOGULARIS, Gould"
Supp,47,birdsAustraliasSuppGoul,198,"ZOSTEROPS TENULROSTRIS, Ga Gould und He leachter, dd eb teihe. Malina é Watton, Trap.",Zosterops tenuirostris,yes,portrait,0.936,,"Vision OCR: ZOSTEROPS TENUIROSTRIS, Gould"
Supp,48,birdsAustraliasSuppGoul,202,"ZOSTEROPS STRENTUS , Goud. Jbculd and HC kiehier, del, & bith. Hidlbmundel b Wilton, Lrg. ;",Zosterops strenuus,yes,portrait,0.899,,"Vision OCR: ZOSTEROPS STRENTUS, Gould."
Supp,49,birdsAustraliasSuppGoul,206,"ZOSTEROPS TEPHROPLEURUS, éndi SG0uld ant LC Lachior del & tithe ‘ Hidlinindel & Walton, Lp.",Zosterops tephropleurus,yes,portrait,0.898,,read from image; caption_top measured by eye against a ruler on the image
Supp,50,birdsAustraliasSuppGoul,210,"AON ED TT AIS Chg tf : OIRILAE 2 Gould. IGould and HE Richley AA cb lth. Tidimandd & Walton Trp,",Ptiloris Victoriae,yes,portrait,0.957,,Vision OCR: PTILORIS VICTORIA:Gould.
Supp,51,birdsAustraliasSuppGoul,214,"WTR TSW ta Seah stigmata RNY HEIN, Hrthrire Walton. Toup, Souk cond HCRreltes del eb tith",Ptiloris magnificus,yes,portrait,0.928,,read from image; plate spells MAGNIFICUS; caption_top measured by eye against a ruler on the image
Supp,52,birdsAustraliasSuppGoul,218,"SEMOPTERA WALILACHKIM, ¢ray and MC Richter, ded ct bith. eh",Semioptera Wallacei,yes,portrait,0.939,,"Vision OCR: SEMOPTERA WALLACEII, GraY"
Supp,53,birdsAustraliasSuppGoul,222,"_, RAMSOY. ni) G YY Ha de & Gth Uv. SL CRichter, if (o2, SCout",Orthonyx Spaldingi,yes,portrait,0.934,,"Vision OCR: ORTHONYX SPALDINGI, Ramsay"
Supp,54,birdsAustraliasSuppGoul,226,": SITTELLA STRIATA, Geuld JGould HlRichter deb & lithy Walter Lan",Sittella striata,yes,portrait,0.956,,"Vision OCR: SITTELLA STRIATA, Gould."
Supp,55,birdsAustraliasSuppGoul,230,"Ss J Gould: i: HORichter da ec tiv. CACOMANTIS CASTANEITVENTRIS , Gould. Walter, Lrap.",Cacomantis castaneiventris,yes,portrait,0.929,,"Vision OCR: CACOMANTIS CASTANEIVENTRIS, Gould."
Supp,56,birdsAustraliasSuppGoul,234,"CHRYSOCOCCYX MINUTILLUS, Gow Mould andl Pichiter, del & ith: Tidlmandél & Walton Trp",Chrysococcyx minutillus,yes,portrait,0.935,,"Vision OCR: CHRYSOCOCCYX MINUTILLUS, Gould"
Supp,57,birdsAustraliasSuppGoul,238,"9 G. Te: Gray. ID ¢ hw XO f | y 1 RIGOP SS Hillmomded & Walton, Lap bith. t. hiter, Me CLt bo Hf. J Cowl “",Strigops habroptilus,yes,portrait,0.902,,"Vision OCR: STRIGOPS HABROPTILUS, G.R. Gray."
Supp,58,birdsAustraliasSuppGoul,244,"NESTOR HYPOPOLIUS. Hullrraael b Wadigry, Lip. T6ould andl Chachier, delet litte.",Nestor hypopolius,yes,portrait,0.932,,Vision OCR: NESTOR HYPOPOLIUS.
Supp,59,birdsAustraliasSuppGoul,248,"a ee ee Se ee ee NESTOR ESSILINGI, SYuance SN bould cand HO Lichter, hel. 2 life. AHulimuandle& Wyelion, Lryp.",Nestor Esslingii,yes,portrait,0.915,,"Vision OCR: NESTOR ESSLINGII, Souancé."
Supp,60,birdsAustraliasSuppGoul,252,"pedi aa eedons atlases dey tenegeralaiesedcaittet A es yas a BBG AS alia NESTOR NOTABILIS, Guid Hidlernddl t Walton, Fey Lbould and HC Firchber, del, ab bith.",Nestor notabilis,yes,portrait,0.932,,"Vision OCR: NESTOR NOTABILIS, Could."
Supp,61,birdsAustraliasSuppGoul,256,"ere sal ee "" a ze - oe Hullmandd & Walton imp ROGLOSSUS ECs yy J. Gould and HC Richter det & lit.",Microglossus aterrimus,yes,portrait,0.932,,"Vision OCR: MICROGLOSSUS ATERRIMUS,"
Supp,62,birdsAustraliasSuppGoul,260,"POLYTELIS ALEXANDRA: . Gould. 7 . Walter, Imp. JGould and HC Richter, del. eb itl.",Polytelis Alexandrae,yes,portrait,0.936,,Vision OCR: POLYTELIS ALEXANDRA. Gould.
Supp,63,birdsAustraliasSuppGoul,264,"PLATYCERCUS CYANOGIENYS , Goudd. Sbould and HC Richter, dé lith. ullmunde ¢ Nalton, Imp.",Platycercus cyanogenys,yes,portrait,0.909,,"Vision OCR: PLATYCERCUS CYANOGENYS, Gould."
Supp,64,birdsAustraliasSuppGoul,268,"Sb0utd andl Tiichier, tel, ch tilde. : : 4 4 3 : i H g PSEPHOTUS CHIRYSOPTERYGIUS, Cou Hiuliinendel & Wilton, LDR.",Psephotus chrysopterygius,yes,portrait,0.944,,"Vision OCR: PSEPHOTUS CHRYSOPTERYGIUS, Gould"
Supp,65,birdsAustraliasSuppGoul,272,"CYCLOPSITTA COXENL , Gould J Gould: & HC Richter, deb c& titty Halter, Limp",Cyclopsitta Coxeni,yes,portrait,0.933,,Vision OCR: CYCLOPSITTA COXENI
Supp,66,birdsAustraliasSuppGoul,276,—e MP2 TP LAY IRTD FT PINOD PP) “SITVINACIOOO SNOVILLISdOAD,Geopsittacus occidentalis,yes,landscape,,,"Vision OCR: GEOPSITTACUS OCCIDENTALIS, Gould."
Supp,67,birdsAustraliasSuppGoul,280,"liould. B) ILS OPHAGA ASSIMIL CARP ip. WY Tillmundd & Walton Ln Aitcr, del. hth, J Gold and HC fie",Carpophaga assimilis,yes,portrait,0.890,,"Vision OCR: CARPOPHACA ASSIMILIS, Gould"
Supp,68,birdsAustraliasSuppGoul,284,"LOPHOPHAPS FERRUGINEA, Goud. J Gould & Hkichter, ded. et lethy. Walter Lip.",Lophophaps ferruginea,yes,portrait,0.929,,"Vision OCR: LOPHOPHAPS FERRUGINEA, Gould"
Supp,69,birdsAustraliasSuppGoul,288,"a] AN Wy TT Ws t > TA a PHAPS PER, Gould. | ; [Gould & HCRichter deb eb lid. eee Walter Erp.",Lophophaps leucogaster,yes,portrait,0.934,,"Vision OCR: LOPHOPHAPS LEUCOGASTER, Gould."
Supp,70,birdsAustraliasSuppGoul,292,"CASUARIUS AUSTRALIS, Wail. Jbould ¢ HC Richter, de eb tithe",Casuarius australis,yes,portrait,0.969,,"Vision OCR: CASUARIUS AUSTRALIS, Wall"
Supp,71,birdsAustraliasSuppGoul,295,". 7 | CASUARIUS AUSTRALIS , Wall. , Nig a oe aoe Malar Mi",Casuarius australis,yes,landscape,,,"Vision OCR: CASUARIUS AUSTRALIS, Wall; caption along the left edge"
Supp,72,birdsAustraliasSuppGoul,298,"Stadirreariial AV alin, log. 27 CZ / wu Laclede. a Ould. 2 LG",Casuarius Bennetti,yes,portrait,0.929,,"Vision OCR: CASUARIUS BENNETTI, Gould"
Supp,73,birdsAustraliasSuppGoul,301,"CASUARIUS BENNIETTI, Coc LGould ond MC baclier, waa lich, Millrraridil b Wieltor, Drop.",Casuarius Bennetti,yes,landscape,,,"Vision OCR: CASUARIUS BENNETTI, Could; caption along the left edge"
Supp,74,birdsAustraliasSuppGoul,304,"CASUARIUS UNIAPPENDICULATUS, Blyth SJ Gould &HOkichte, deb et lethy Walter Inp",Casuarius uniappendiculatus,yes,portrait,0.937,,"Vision OCR: CASUARIUS UNIAPPENDICULATUS, Blyth."
Supp,75,birdsAustraliasSuppGoul,307,PIG IE D ‘mn é Wn PPP Quy “PIT OYY S OLEV OLS VO WM *SOEVTOOICN Tad VINO /,Casuarius uniappendiculatus,yes,landscape,,,"Vision OCR: CASUARIUS UNIAPPENDICULATUS, Blyth.; caption along the left edge"
Supp,76,birdsAustraliasSuppGoul,311,,Notornis Mantelli,yes,portrait,0.971,yes,"read from image; fold-out spread; NOTORNIS MANTELLI: Owen; upright double-page spread (wider than tall), caption along the bottom; caption_top measured by eye against a ruler on the image"
Supp,77,birdsAustraliasSuppGoul,316,"ee ' | . CLL TILER OLDIE . a -_ | ; | a ""SDINVULUVE SQUNLILOV = | Bigs foi “2",Actiturus Bartramius,yes,landscape,,,Vision OCR: ACTITURUS BARTRAMIUS.
Supp,78,birdsAustraliasSuppGoul,320,WP PP BUTT DT® PO [° | ere \ Myey “TOTOOTLL WNITTVY |,Rallina tricolor,yes,landscape,,,"Vision OCR: RALLINA TRICOLOR, G.R.Gray."
Supp,79,birdsAustraliasSuppGoul,324,Py “VTSSTHOIIoAMt VIONITIVS ee see ee ee ee YY POP PRYRT ITS POD,Gallinula ruficrissa,yes,landscape,,,"Vision OCR: GALLINULA RUFICRISSA, Gould."
Supp,80,birdsAustraliasSuppGoul,328,"Pee eer mare) rere GATA, ba my 4 SPATULA VAIKULE a Richter, ol, et lithe C tb ana 7: JG a",Spatula variegata,yes,landscape,,,"Vision OCR: SPATULA VARIEGATA, Could."
Supp,81,birdsAustraliasSuppGoul,332,"hey cup, p ppeind iy UDUELELO DOLE YI LEE, (hie",Gelochelidon macrotarsa,yes,landscape,,,"Vision OCR: GELOCHELIDON MACROTARSA, Could"
