volume,plate,ia_id,leaf,orientation,list_latin,caption_latin,caption_read,caption_top,text_leaf_heading,agrees,note
V,83,BirdsAsiaJohnGoVGoul,340,portrait,Pitta Boschii,"PITTA BOSCHX, Müll & Schleg.",ocr (garbled),0.922,"PITTA BOSCHILI, miu. ct Van der Bosch’s Pitta Boschu, Mull. et Schleg. Verh. Nat",yes,
VI,1,BirdsAsiaJohnGoVIGoul,12,portrait,Palaeornis Calthropae,PALÆORNIS CALTUROPE. Lavard.,ocr,0.938,"PALZORNIS CALTHROPA, Mrs. Layard’s Paleorms Calthrope, Layard, J. A. S. B., xvii",yes,
VI,2,BirdsAsiaJohnGoVIGoul,16,portrait,Paleornis rosa,PALEORNIS ROSA.,ocr,0.953,"PALZORNIS Blossom-headed Psitiacus purpureus, Mull. S. N. Suppl., p. - rosa, Bod",yes,
VI,3,BirdsAsiaJohnGoVIGoul,20,portrait,Paleornis cyanocephala,PALÆORMIS CYANOCEPHALA.,ocr,0.95,PALA ORNIS Burmese,yes,
VI,4,BirdsAsiaJohnGoVIGoul,24,portrait,Paleornis Luciani,"PALÆORNIS LUCIANI, J.Ver",ocr,0.951,"PALAORNIS LUCIANI, J. Bonaparte’s Paleorms Luciane, J. Verr. Rev. et Mag. de Zoo",yes,
VI,5,BirdsAsiaJohnGoVIGoul,28,portrait,Paleornis caniceps,"PALMORNIS CANICEPS, Blyth",ocr,0.947,"PALZORNIS CANICEPS, Grey-headed Paleornis caniceps, Blyth, Journ. Asiat. Soc. Be",yes,
VI,6,BirdsAsiaJohnGoVIGoul,32,portrait,Paleornis Nicobaricus,PALÆORNIS NICOBARICUS.,ocr,0.953,"PALHZORNIS Nicobar Paleornis erythrogenys, Blyth, Journ Asiat. Soc. Beng., vol. ",yes,
VI,7,BirdsAsiaJohnGoVIGoul,36,portrait,Paleornis Columboides,"PALÆORNIS COLUMBOIDES, Vig",ocr,0.931,"PALHORNIS COLUMBOIDES, Blue-winged Paleornis columboides, Vig. in Zool. Journ., ",yes,
VI,8,BirdsAsiaJohnGoVIGoul,40,portrait,Paleornis schisticeps,"PALÆORNIS SCHISTICEPS, Hodgs.",ocr,0.934,"PALAORNIS SCHISTICEPS, Slaty-headed Palgornis schisticeps, Hodgs. Asiat. Res., v",yes,
VI,9,BirdsAsiaJohnGoVIGoul,44,portrait,Paleornis Derbianus,"PALÆORNIS DERBIANUS, Fraser",ocr,0.937,"PALA ORNIS DERBIANUS, The Earl of Derby’s Paleorms Derbianus, Fras. in Proc. of ",yes,
VI,10,BirdsAsiaJohnGoVIGoul,48,portrait,Paleornis Malaccensis,PALÆORNIS MALACCENSIS.,ocr,0.934,"PALAAORNIS Malacca Psittacus longicauda, Bodd. Tabl. des Pl. Enl. Daub., p. Palo",yes,
VI,11,BirdsAsiaJohnGoVIGoul,52,portrait,Paleornis affinis,"PALÆORNIS AFFINIS, Gould.",ocr,0.94,"PALAZORNIS AFFINIS, Allied",yes,
VI,12,BirdsAsiaJohnGoVIGoul,56,portrait,Prioniturus setarius,PRIONITURUS SETARIUS.,ocr,0.951,"PRIONITURUS Racket-tailed Psittacus setarius, Temm. Pl. col. Prionturus platurus",yes,
VI,13,BirdsAsiaJohnGoVIGoul,60,portrait,Prioniturus flavicans,"PRIONITURUS FLAVICANS, Cass.",ocr,0.944,"PRIONITURUS FLAVICANS, Great Racket-tailed Psittacus platurus, Vieill. Nouv. Dic",yes,
VI,14,BirdsAsiaJohnGoVIGoul,64,portrait,Prioniturus spatuliger,PRIONITURUS SPATULIGER.,ocr,0.947,"PRIONITURUS Philippine Racket-tailed Psittacus discurus, Vieill. Gal. des Ois., ",yes,
VI,15,BirdsAsiaJohnGoVIGoul,68,portrait,Prioniturus discurus,PRIONITURUS DISCOSURUS®,ocr (garbled),0.947,"PRIONTFURUS Little Racket-tailed Psittacus discurus, Vieill. Gal. des Ois., tom.",yes,
VI,16,BirdsAsiaJohnGoVIGoul,72,portrait,Picus insularis,PICUS INSULARIS Gould,ocr,0.939,"PICUS INSULARIS, Formosan Spotted Picus insularis, Gould in Proc. of Zool. Soc. ",yes,
VI,17,BirdsAsiaJohnGoVIGoul,76,portrait,Picus Cabanisi,"PICUS CABANISI, Malh.",ocr,0.942,"PICUS CABANISI, Chinese Spotted Picus Cabanisi, Malh. in Cabanis’ Journ. fiir Or",yes,
VI,18,BirdsAsiaJohnGoVIGoul,80,portrait,Hemicercus cordatus,"HEMICERCUS CORDATUS, Jerdon.",ocr,0.948,"HEMICERCUS CORDATUS, (Heart-spotted Hemicercus cordatus, Jerd. Madr. Journ. xi. ",yes,
VI,19,BirdsAsiaJohnGoVIGoul,84,portrait,Hemicercus concretus,HEMICEROUS CONCRETUS.,ocr,0.943,"HEMICERCUS (Javan Heart-spotted Picus concretus, Temm. Pl. Col. iv. pl. 90. figs",yes,
VI,20,BirdsAsiaJohnGoVIGoul,88,portrait,Hemicercus Hartlaubi,HEMICERCUS HARTILAUBI®,ocr,0.927,"HEMICERCUS Hartlaub’s Heart-spotted Hemacercus coccometopus, Reich. Handb. Picin",yes,
VI,21,BirdsAsiaJohnGoVIGoul,92,portrait,Iyngipicus scintilliceps,IYNGIPICUS SCINTILLICEPS.,ocr,0.931,"IYNGIPICUS Swinhoe’s Pygmy Picus sp., Swinhoe, Ibis, 1861, p. Picus scintillicep",yes,
VI,22,BirdsAsiaJohnGoVIGoul,96,portrait,Iyngipicus Doerriesi,"IYNGIPICUS DOERRIESI, Hargitt.",ocr,0.924,"TIYNGIPICUS DOERRIESL, Dorries’s Pygmy",yes,
VI,23,BirdsAsiaJohnGoVIGoul,100,portrait,Iyngipicus aurantiiventris,IYNGIPICUS AURANTUVENTRIS.,ocr,0.928,"IYNGIPICUS Orange-breasted Pygmy Picus (Beopipo) aurantiwventris, Salvad. Atti R",yes,
VI,24,BirdsAsiaJohnGoVIGoul,104,portrait,Iyngipicus Ramsayi,"IYNGIPICOS RAMSAYI, Hargitt.",ocr,0.931,"IYNGIPICUS RAMSAYI, Ramsay’s Pygmy Yungipicus aurantuventris, Tweedd. P. Z.S. 18",yes,
VI,25,BirdsAsiaJohnGoVIGoul,108,portrait,Iyngipicus Temmincki,IYNGIPICUS TEMMINCKI.,ocr,0.927,"IYNGIPICUS Temminck’s Pygmy Picus temmincki, Malherbe, Rev. et Mag. de Zool. 184",yes,
VI,26,BirdsAsiaJohnGoVIGoul,112,portrait,Iyngipicus semicoronatus,IYNGIPICUS SEMICORONATUS .,ocr,0.93,"IYNGIPICUS Darjiling Pygmy Picus pygmaeus, old bird, Blyth, J. A. S. B. xiv. p. ",yes,
VI,27,BirdsAsiaJohnGoVIGoul,116,portrait,Iyngipicus canicapillus,IYNGIPICUS CANICAPILLUS.,ocr,0.924,"[TYNGIPICUS Grey-headed Pygmy Picus canicapillus, Blyth, J. A. S. Beng. xiv. p. ",yes,
VI,28,BirdsAsiaJohnGoVIGoul,120,portrait,Iyngipicus Hardwickii,IYNCIPICUS HARDWICKI.,ocr,0.933,"IYNGIPICUS Hardwicke’s Pygmy Picus moluccensis (nec Gmelin), Gray, in Hardw. Ill",yes,
VI,29,BirdsAsiaJohnGoVIGoul,124,portrait,Iyngipicus auritus,IYNGIPICUS AURITUS.,ocr,0.93,"TYNGIPICUS Malayan Pygmy Petit Pic des Moluques, Daubent. Pl. Enl. pl. 748. fig.",yes,
VI,30,BirdsAsiaJohnGoVIGoul,128,portrait,Iyngipicus maculatus,IYNGIPICUS MACULATUS®,ocr,0.933,"IYNGIPICUS Sonnerat’s Pygmy Petit Pic d Antigue, Sonn. Voy. Nouv. Guin. p. 118, ",yes,
VI,31,BirdsAsiaJohnGoVIGoul,132,portrait,Iyngipicus fulvifasciatus,"IYNGIPICUS FULVIFAS CIATUS, Hargitt.",ocr,0.938,"TYNGIPICUS FULVIFASCIATUS, Banded Pygmy Yungipicus validirostris, Tweeddale (nec",yes,
VI,32,BirdsAsiaJohnGoVIGoul,136,portrait,Iyngipicus gymnophthalmus,TYNGIPICUS CYMNOPHTHALMUS.,ocr,0.936,"IYNGIPICUS Ceylonese Pygmy Little Brown Woodpecker, Lath. Gen. Syn. Suppl. p. 10",yes,
VI,33,BirdsAsiaJohnGoVIGoul,140,portrait,Iyngipicus peninsularis,"IYNGIPICUS PENINSULARIS, Hargitt.",ocr,0.925,"IYNGIPICUS PENINSULARIS,",yes,
VI,34,BirdsAsiaJohnGoVIGoul,144,portrait,Iyngipicus nanus,IYNGIPICUS NANUS®,ocr,0.925,"IYNGIPICUS Vigors’s Pygmy Picus nanus, Vigors, P. Z. S. 1831, p. 172.—Gray, Gen.",yes,
VI,35,BirdsAsiaJohnGoVIGoul,148,portrait,Gecinus Tancolo,"GECINUS TANCOLO, Gould.",ocr,0.957,"GECINUS TANCOLO, Formosan Green Gecinus tancolo, Gould in Proc. of Zool. Soc. 18",yes,
VI,36,BirdsAsiaJohnGoVIGoul,152,portrait,Chrysophlegma flavinucha,CHRYSOPHLEGMA FLAVINUCHA: Gould.,ocr,0.941,"CHRYSOPHLEGMA FLAVINUCHA, Yellow-naped Picus flavinucha, Gould in Proc. of Zool.",yes,
VI,37,BirdsAsiaJohnGoVIGoul,156,portrait,Chrysocolaptes xanthocephalus,"CHRYSOCOLAPTES XANTHOCEPHALUS, Walden.",ocr,0.929,"CHRYSOCOLAPTES XANTHOCEPHALUS, Negros Yellow-faced Chrysocolaptes «anthocephalus",yes,
VI,38,BirdsAsiaJohnGoVIGoul,160,portrait,Yunx Indica,YUNX- INNDICA: Gould,ocr,0.942,"YUNX INDICA, Indian Yunx Indica, Gould in Proc. of Zool. Soc., November 13, Ir i",yes,
VI,39,BirdsAsiaJohnGoVIGoul,164,portrait,Vivia innominata,VIVIA INNOMINATA.,ocr,0.954,"VIVIA Speckled Picumnus mnominatus, Burton, in Proc. of Zool. Soc., part ill, 18",yes,
VI,40,BirdsAsiaJohnGoVIGoul,168,portrait,Sasia ochracea,"SASIA OCHRACEA, Hodss.",ocr,0.942,"SASIA OCHRACEA, Rufous Sasia ochracea, Hodgs. Journ. Asiat. Soc. Beng., vol. v. ",yes,
VI,41,BirdsAsiaJohnGoVIGoul,172,portrait,Sasia abnormis,SASIA ABNORMIS.,ocr,0.953,"SASIA Malayan Picumnus abnormis, Temm. Pl. Col., 371. fig. 3.—Less. Traité d’Orn",yes,
VI,42,BirdsAsiaJohnGoVIGoul,176,portrait,Cuculus strenuus,"CUCULUS STRENUUS, Gould.",ocr,0.932,"CUCULUS STRENUUS, Powerful Cuculus strenuus, Gould in Proc. of Zool. Soc. April ",yes,
VI,43,BirdsAsiaJohnGoVIGoul,180,portrait,Cuculus hyperythrus,"CTCULUS HYPERYTHRUS, Gould.",ocr,0.924,"CUCULUS HYPERYTHRUS, Rufous-bellied Cuculus hyperythrus, Gould in Proc. of Zool.",yes,
VI,44,BirdsAsiaJohnGoVIGoul,184,portrait,Dasylophus superciliosus,DASYLOPHUS SUPERCILIOSUS.,ocr,0.941,"DASYLOPHUS (Hairy-browed Pheencophaus superciliosus, Drap., Dict. Class. d’Hist.",yes,
VI,45,BirdsAsiaJohnGoVIGoul,188,portrait,Lepidogrammus Cumingi,LEPIDOGRAMMUS COMINGI.,ocr,0.928,"LEPIDOGRAMMUS Curled-crested Pheenicophaus cumingi, Fraser, P. Z.S. 1839, p. 112",yes,
VI,46,BirdsAsiaJohnGoVIGoul,192,portrait,Chalcites Hodgsoni,CHALCITES HODGSONI.,ocr,0.93,"CHALCITES Emerald The Spotted Curucui, Browne, Illustr. Zool. pl. 13, fig. 2 Tro",yes,
VI,47,BirdsAsiaJohnGoVIGoul,196,portrait,Chalcites xanthorhynchus,CHALCITES XANTHORHYNCHUS.,ocr,0.933,"CHALCITES Amethystine Cuculus wanthorhynchus, Horsfield, Transactions of the Lin",yes,
VI,48,BirdsAsiaJohnGoVIGoul,200,portrait,Indicator xanthonotus,"INDICATOR XANTHONOTUS, Blyth.",ocr,0.945,"INDICATOR Yellow-rumped Indicator xanthonotus, Blyth, Journ. As. Soc. Beng. xi. ",yes,
VI,49,BirdsAsiaJohnGoVIGoul,204,portrait,Megalaema nuchalis,"MEGALAMA NUCHALIS, Could.",ocr,0.945,"MEGALAMA NUCHALIS, Embroidered Megalema nuchalis, Gould in Proc. of Zool. Soc. 1",yes,
VI,50,BirdsAsiaJohnGoVIGoul,208,portrait,Megalaema Franklinii,MOEGALCEMA FRANKLINI.,ocr,0.946,"MEGALAMA Franklin’s Bucco Franklinu, Blyth, Journ. Asiat. Soc. Beng., vol. xi. p",yes,
VI,51,BirdsAsiaJohnGoVIGoul,212,landscape,Phlogoenas cruenta,PHLOCOENAS CIROFNTA.,ocr (garbled),,"PHLOGQCENAS Rue Red-breasted La Tourterelle grise ensanglantée, Sonn. Voy. a la ",yes,
VI,52,BirdsAsiaJohnGoVIGoul,216,landscape,Phlogoenas crinigera,PILOGOFNAS CRINIGERA.,ocr,,"PHLOGCINAS Maroon-breasted Pigeon. Peristera crimger, Homb.et Jacq. in Dum. d’Ur",yes,
VI,53,BirdsAsiaJohnGoVIGoul,220,landscape,Otidiphaps nobilis,"OTIDIPHAPS NOBILIS, Gould.",ocr,,"OTIDIPHAPS NOBILIS, Otidiphaps nobilis, Gould, in Ann. and Mag. Nat. Hist., 1870",yes,
VI,54,BirdsAsiaJohnGoVIGoul,224,portrait,Columba rupestris,"COLUMBA RUPESTRIS, Pall.",ocr,0.929,"COLUMBA Mongolian Columba enas, var. 5. rupestris, Pallas, Zoogr. Rosso-As., i. ",yes,
VI,55,BirdsAsiaJohnGoVIGoul,228,portrait,Columba leuconota,"COLUMBA LEUCONOTA, Vig.",ocr,0.936,"COLUMBA LEUCONOTA, White-bellied Columba leuconota, Vigors, P. Z. S., 1830-31, p",yes,
VI,56,BirdsAsiaJohnGoVIGoul,232,portrait,Columba intermedia,"COLUMBA INTERMEDIA, Strickl.",ocr,0.933,"COLUMBA INTERMEDIA, Indian Columba intermedia, Strickl. Ann. & Mag. Nat. Hist. x",yes,
VI,57,BirdsAsiaJohnGoVIGoul,236,portrait,Palumbus Elphinstonei,PALUMBUS ELPHINSTONEI.,ocr,0.929,"PALUMBUS Elphinstone’s Wood Ptilinopus Elphinstonu, Sykes in Proc. of Comm. of S",yes,
VI,58,BirdsAsiaJohnGoVIGoul,240,portrait,Palumbus pulchricollis,"PALUMBUS PULCHRICOLAIS,",ocr,0.933,PALUMBUS Collared Wood,yes,
VI,59,BirdsAsiaJohnGoVIGoul,244,portrait,Phlogoenas tristigmata,PILOGŒNAS TRISTIGMATA .,ocr,0.937,"PHLOGCENAS Branded Columba tristigmata, Temm. in Mus. Lugd.—Schleg. De Dier. , f",yes,
VI,60,BirdsAsiaJohnGoVIGoul,248,landscape,Syrrhaptes paradoxus,SYRRHAPTES PARADOXUS.,ocr,,"SYRRHAPTES Pallas’s Tetrao paradoxa, Pall. Itin., tom. ii. p. 712, tab. F.—Id. Z",yes,
VI,61,BirdsAsiaJohnGoVIGoul,252,landscape,Syrrhaptes Tibetanus,SYRRHAPTES TIBETANUS: Gould,ocr,,"SYRRHAPTES TIBETANUS, Tibetian Short-toed Sand Syrrhaptes Tibetanus, Gould in Pr",yes,
VI,62,BirdsAsiaJohnGoVIGoul,256,landscape,Pterocles guttatus,PTEROCLES GUTTATIYS Zih,ocr (garbled),,"PTEROCLES GUTTATUS, Spotted Sand Gelinotte du Senegal, Buff. Pl. Enl. Pierocles ",yes,
VI,63,BirdsAsiaJohnGoVIGoul,260,landscape,Pterocles coronatus,PTEROCLES CORONATUS: Lickt,ocr,,"PTEROCLES CORONATUS, Coronetted Sand Pterocles coronatus, Licht. Verz. der Doubl",yes,
VI,64,BirdsAsiaJohnGoVIGoul,264,landscape,Pterocles exustus,PTEROCLES EXUSTUS:Temm:,ocr,,"PTEROCLES EXUSTUS, Whistling Sand Pterocles exustus, Term. Pl. Col. 354, 360.—Gr",yes,
VI,65,BirdsAsiaJohnGoVIGoul,268,landscape,Pterocles fasciatus,PTEROCLES FASCIATUS.,ocr,,"PTEROCLES Banded Sand La Gélinote des Indes, Sonnerat, Voy. aux Indes, &c., tom.",yes,
VI,66,BirdsAsiaJohnGoVIGoul,272,portrait,Tetrao Mlokosiewiczi,TETRAO MLOKOSIEWICZI. Tacz.,ocr,0.948,"TETRAO MLOKOSIEWICZL, Georgian Black Tetrao mlokosiewiczi, Taczanowski, Proc. Zo",yes,
VI,67,BirdsAsiaJohnGoVIGoul,276,landscape,Galloperdix Zeylonicus,GALLOPERDIX ZEYLLONENSIS.,ocr (garbled),,"GALLOPERDIX Ceylon Tetrao Zeylonensis, Gmel. Edit. Linn. Syst. Nat. tom. i. par.",yes,
VI,68,BirdsAsiaJohnGoVIGoul,280,landscape,Galloperdix spadiceus,CALLLOPERDIX SPADICEUS.,ocr,,"GALLOPERDIX Rufous Tetrao spadiceus, Gmel. Edit. Linn. Syst. Nat. tom. i. par. i",yes,
VI,69,BirdsAsiaJohnGoVIGoul,284,landscape,Galloperdix lunulosa,GALLOPERDIX LUNULOSA.,ocr,,"GALLOPERDIX Painted Perdix lunulosa, Valenc. lunulatus, Valenc. Nouv. Dict. d’Hi",yes,
VI,70,BirdsAsiaJohnGoVIGoul,288,landscape,Hematortyx sanguiniceps,"HÆMATORTYX SANGUINICEPS, Sharpe.",ocr,,"HA MATORTYX SANGUINICEPS, Crimson-vented Hematortyx sanguiniceps, Sharpe, Ibis, ",yes,
VI,71,BirdsAsiaJohnGoVIGoul,292,landscape,Bambusicola hyperythra,"BAMBUSICOLA HYPERYTHRA, Sharpe.",ocr,,"BAMBUSICOLA HYPERYTHRA, Rufous-breasted Bambusicola hyperythra, Sharpe, Ibis, 18",yes,
VI,72,BirdsAsiaJohnGoVIGoul,296,landscape,Bambusicola sonorivox,"BAMBUSICOLA SONORIVOX, Gould.",ocr,,"BAMBUSICOLA SONORIVOX, Formosan Bamboo Bambusicola sonorwox, Gould, in Proc. of ",yes,
VI,73,BirdsAsiaJohnGoVIGoul,300,landscape,Perdix barbata,"PIERDIX BARBATA, J.Verr &O.DesMus.",ocr,,"PERDIX BARBATA, J. Perr. & 0. Des Resrded: Perdi« barbata, J. Very. & O. Des Mur",yes,
VI,74,BirdsAsiaJohnGoVIGoul,304,landscape,Perdix Hodgsoniae,PERDIX HODGSONIE.,ocr,,"PERDIX Thibet Sacfa Hodgsone, Hodgs. Journ. Asiat. Soc. Beng., new ser. vol. xxv",yes,
VI,75,BirdsAsiaJohnGoVIGoul,308,landscape,Lerwa nivicola,N1ERWA NIVICONAg Hodgs.,ocr,,"LERWA_NIVICOLA, Lerwa Perdis Lerwa, Hodgs. in Proc. of Zool. Soc., part i. p. 10",yes,
VII,1,BirdsAsiaJohnGoVIIGoul,12,landscape,Ammoperdix Bonhami,AMMOPERDIX BONHAMI.,ocr,,"AMMOPERDIX Bonham’s Sand Caccabis Bonham, G. R. Gray, Ann. and Mag. Nat. Hist., ",yes,
VII,2,BirdsAsiaJohnGoVIIGoul,16,landscape,Ammoperdix Heyi,"AMМОРERDIX HEYI,",ocr,,"AMMOPERDIX Hey’s Sand Perdia Heyn, Temm. Pl. Col. 328, 329.—Jard. Nat. Lib. Orn.",yes,
VII,3,BirdsAsiaJohnGoVIIGoul,20,landscape,Microperdix erythrorhyncha,MICROPERDIX ERYTHRORHYNCHA.,ocr,,"MICROPERDIX Little Red-billed Coturme erythrorhyncha, Sykes in Proc. of Com. of ",yes,
VII,4,BirdsAsiaJohnGoVIIGoul,24,landscape,Perdicula Asiatica,PERDICULA ASIATICA.,ocr,,"PERDICULA Asiatic Perdix astaticus, Lath. Ind. Orn., vol. ii. p. Asiatic Partrid",yes,
VII,5,BirdsAsiaJohnGoVIIGoul,28,landscape,Perdicula Argoondah,PERDICULA ARGOONDAH.,ocr,,"PERDICULA Argoondah Coturma Argoondah, Sykes, Proc. of Comm. of Sci. and Corr. o",yes,
VII,6,BirdsAsiaJohnGoVIIGoul,32,landscape,Excalfactoria Chinensis,EXCALFATORIA CHONENSIS •,ocr,,"EXCALFATORIA Chinese Tetrao Chinensis, Linn. Syst. Nat., vol. i. p. 277.—Id. Gme",yes,
VII,7,BirdsAsiaJohnGoVIIGoul,36,landscape,Excalfactoria minima,"EXCALFATORIA MINIMA, Goald.",ocr,,"EXCALFACTORIA MINIMA, Minute Excalfactoria mmma, Gould in Proc. of Zool. Soc., p",yes,
VII,8,BirdsAsiaJohnGoVIIGoul,40,landscape,Malacoturnix superciliosus,MALACOTURNIX SUPERCILIOSUS .,ocr,,"MALACOTURNIX Slate-coloured Rollulus superciliosus, J. K. Gray, Knowsley Menager",yes,
VII,9,BirdsAsiaJohnGoVIIGoul,44,landscape,Coturnix Coromandelicus,COTURNIX COROMANDELICA.,eye,,"COTURNIX Coromandel Tetrao Coromandelicus, Gmel. Edit. Linn. Syst. Nat. tom. i. ",yes,
VII,10,BirdsAsiaJohnGoVIIGoul,48,landscape,Turnix Dussumieri,TURNIX DOSSUMERI. Temm.,ocr,,"TURNIX DUSSUMIERI, Little Hemipodius Dussumiert, Temm. Pl. Col. 454. fig. 2.—Syk",yes,
VII,11,BirdsAsiaJohnGoVIIGoul,52,landscape,Turnix fasciatus,TURNIX FASCIATUS.,ocr,,"TURNIX FASCIATUS, Fasciated Hemipodius fasciatus, Temm. Hist. Nat. Gén. des Pig.",yes,
VII,12,BirdsAsiaJohnGoVIIGoul,56,landscape,Lobiophasis castaneicaudatus,"LOBIOPRASIS CASTANEICAUDATUS, Sharpe",ocr,,"LOBIOPHASIS CASTANEICAUDATUS, Chestnut-tailed Lobed Lobiophasis castaneicaudatus",yes,
VII,13,BirdsAsiaJohnGoVIIGoul,60,portrait,Lobiophasis Bulweri,"LOBIOPHASIS BULWERI, Sharpe.",ocr,0.956,"LOBIOPHASIS BULWERL, Bulwer’s Lobiophasis Bulweri, Sharpe, Ann. N. H. 1874, 4th ",yes,
VII,14,BirdsAsiaJohnGoVIIGoul,64,landscape,Euplocamus lineatus,EUPLOCAMUS LINEATUS.,ocr,,"EUPLOCAMUS LINEATUS, Lineated Lophophorus Cuviert, Temm. Pl. Col., v. pl. 1 (182",yes,
VII,15,BirdsAsiaJohnGoVIIGoul,68,landscape,Euplocamus Vieilloti,"ETPLOCOMUS VIEILLOTI, GRGaY.",ocr,,"EUPLOCOMUS VIEILLOTI, @ RB. Vieillots Gallus ignitus, Vieill. Gal. des Ois., t. ",yes,
VII,16,BirdsAsiaJohnGoVIIGoul,72,portrait,Euplocamus Swinhoii,"EUPLOCOMUS SWINHOIL, Gould.",ocr,0.943,"EKUPLOCAMUS SWINHOLII, Swinhoe’s Euplocamus Swinhow, Gould, in Proc. of Zool. So",yes,
VII,17,BirdsAsiaJohnGoVIIGoul,76,portrait,Gennaeus nycthemerus,GENNÆUS NYCTHEMERUS.,ocr,0.93,"GENNAUS Pencilled Phasianus nycthemerus, Linn. Syst. Nat., tom. i. p. 272.—Ib. G",yes,
VII,18,BirdsAsiaJohnGoVIIGoul,80,landscape,Catreus Wallichii,CATREUS WALLICHI.,eye,,"CATREUS Lophophorus Wallichit, Hardw. in Linn. Trans., vol. xv. p. Phasianus Wal",yes,
VII,19,BirdsAsiaJohnGoVIIGoul,84,landscape,Thaumalea picta,TIAUMALEA PICTA.,ocr,,"THAUMALEA Golden Phasianus pictus, Linn. Syst. Nat., tom. i. p. 272.—Id. Gmel. E",yes,
VII,20,BirdsAsiaJohnGoVIIGoul,88,landscape,Thaumalea Amherstiae,TRÄUMALEA AMDERSTIE.,ocr,,"THAUMALEA Lady Ambherst’s Phasianus Amherstie, Leadb. in Linn. Trans., vol. xvi.",yes,
VII,21,BirdsAsiaJohnGoVIIGoul,92,landscape,Diardigallus praelatus,"DIARDICALLDS PRÆLATUS, Bonap",ocr,,"DIARDIGALLUS PRALATUS, Siamese Phasianus crawfurdii, Gray in Griff. edit. of Cuv",yes,
VII,22,BirdsAsiaJohnGoVIIGoul,96,portrait,Crossoptilon auritum,CROSSOPTILON AURITUM.,ocr,0.952,"CROSSOPTILON Chinese Phasianus auritus, Pall. Zoog. Rosso-Asiat., tom. ii. p. Cr",yes,
VII,23,BirdsAsiaJohnGoVIIGoul,100,landscape,Calophasis Ellioti,CALCOPHASIS ELLIOTI.,ocr,,"CALOPHASIS Elliot’s Phasianus Elhott, Swinhoe, P. Z. S. 1872, p. Calophasis Elli",yes,
VII,24,BirdsAsiaJohnGoVIIGoul,104,landscape,Pucrasia xanthospila,"PUCRASIA XANTHOSPILA, GRGray",ocr,,"PUCRASIA AANTHOSPILA, G. R. Chinese Pucras Pucrasia wanthospila, G. R. Gray in P",yes,
VII,25,BirdsAsiaJohnGoVIIGoul,108,landscape,Pucrasia Darwini,"PUCRASIA DARWINI, Swinhoe.",ocr,,"PUCRASIA DARWINI, Darwin’s Pucras Pucrasia Darwini, Swinhoe, P.Z.S., 1872, p. 55",yes,
VII,26,BirdsAsiaJohnGoVIIGoul,112,landscape,Pucrasia macrolopha,PUCRASIA MACROLOPHA.,ocr,,"PUCRASIA Himalayan Pucras Satyra macrolopha, Less. Dict. Sci. Nat. tom. lix. p. ",yes,
VII,27,BirdsAsiaJohnGoVIIGoul,116,landscape,Pucrasia castanea,"PUCRASIA CASTANEA, Gould",ocr,,"PUCRASIA CASTANEA, Kafiristan Pucras Pucrasia castanea, Gould in Proc. of Zool. ",yes,
VII,28,BirdsAsiaJohnGoVIIGoul,120,landscape,Pucrasia Nipalensis,"PUCRASIA NIPAIENSIS, Goulá",ocr,,"PUCRASIA NIPALENSIS, Nepaul Pucras",yes,
VII,29,BirdsAsiaJohnGoVIIGoul,124,landscape,Tetraogallus Caspius,TETRAOGALLTS,ocr (unreadable),,"TETRAOGALLUS | | Caspian Snow Tetrao Caspius, Gmel. Edit. of Linn. Syst. Nat., t",unread,
VII,30,BirdsAsiaJohnGoVIIGoul,128,landscape,Tetraogallus Himalayensis,JDETR AALD S,ocr (unreadable),,"TETRAOGALLUS HIMALAYENSIS, G. R. Himalayan Snow Tetraogallus Himalayensis, G. R.",unread,
VII,31,BirdsAsiaJohnGoVIIGoul,132,landscape,Tetraogallus Altaicus,ARRTR AOEATTTYS ATNATTYS,ocr (unreadable),,"TETRAOGALLUS Altaic Snow Perdie Altaica, Gebler, Bull. de Acad. Imp. de St. Péte",unread,
VII,32,BirdsAsiaJohnGoVIIGoul,136,landscape,Tetraogallus Tibetanus,TETRAOGALUS TIBETANUS Coud,ocr,,"TETRAOGALLUS TIBETANUS, Tibetan Snow Tetraogallus Tibetanus, Gould, in Proc. of ",yes,
VII,33,BirdsAsiaJohnGoVIIGoul,140,landscape,Phasianus Reevesii,"PHASIANUS REEVESII, JEGray",ocr,,"PHASIANUS REEVESIL v. EF. Reeyes’s Phasianus Reevesti, J. E. Gray in Griff. Anim",yes,
VII,34,BirdsAsiaJohnGoVIIGoul,144,landscape,Phasianus colchicus,"PHASIANUS COLCHICUS, Linn.",ocr,,"PHASIANUS COLCHICUS, Common Phasianus Colchicus, Linneus et Tue generic term Pha",yes,
VII,35,BirdsAsiaJohnGoVIIGoul,148,landscape,Phasianus Shawii,"PHASIANUS SIAWI, Flliot.",ocr (garbled),,"PHASIANUS SHAWL, Shaw’s Phasianus shawi, Elliot, P.Z.S. 1870, p. 403.—Id. Monogr",yes,
VII,36,BirdsAsiaJohnGoVIIGoul,152,landscape,Phasianus chrysomelas,"PHASIANUS CIURYSOMELAS, Severtzow:",ocr,,"PHASIANUS CHRYSOMELAS, Oxus Phasianus chrysomelas, Severtz., Ibis, 1875, p. 493;",yes,
