plate,figure,printed_name,printed_latin,scientific,common,ebird_code,taxonomy,wikidata,gbif,avibase,birdnet_label,form,confidence,caption_checked,reason,sources
321,,Roseate Spoonbill,,Platalea ajaja,Roseate Spoonbill,rosspo1,eBird/Clements 2025,Q389664,2480803,70924157EB774F64,Platalea ajaja_Roseate Spoonbill,,high,,,Featherframe havell.yaml; plate title from audubon.org
322,,Red-headed Duck,,Aythya americana,Redhead,redhea,eBird/Clements 2025,Q692192,2498263,3072CC168280168B,Aythya americana_Redhead,,high,,Audubon's “Red-headed Duck” is today's Redhead,Featherframe havell.yaml; plate title from audubon.org
323,,Black Skimmer or Shearwater,,Rynchops niger,Black Skimmer,blkski,eBird/Clements 2025,Q516662,2481209,88AB027C4DF06D93,Rynchops niger_Black Skimmer,,high,,Audubon's “Black Skimmer or Shearwater” is today's Black Skimmer,Featherframe havell.yaml; plate title from audubon.org
324,,Bonapartian Gull,,Chroicocephalus philadelphia,Bonaparte's Gull,bongul,eBird/Clements 2025,,,0337440E2A88E638,Chroicocephalus philadelphia_Bonaparte's Gull,,high,,Audubon's “Bonapartian Gull” is today's Bonaparte's Gull,Featherframe havell.yaml; plate title from audubon.org
325,,Buffel-headed Duck,,Bucephala albeola,Bufflehead,buffle,eBird/Clements 2025,Q576762,2498329,FB7383856D0DB2EA,Bucephala albeola_Bufflehead,,high,,Audubon's “Buffel-headed Duck” is today's Bufflehead,Featherframe havell.yaml; plate title from audubon.org
326,,Gannet,,Morus bassanus,Northern Gannet,norgan,eBird/Clements 2025,Q26675,2480964,534FB490884C6D33,Morus bassanus_Northern Gannet,,high,,Audubon's “Gannet” is today's Northern Gannet,Featherframe havell.yaml; plate title from audubon.org
327,,Shoveller Duck,,Spatula clypeata,Northern Shoveler,norsho,eBird/Clements 2025,Q28106731,8332393,ED4CE8E7CFF43696,Spatula clypeata_Northern Shoveler,,high,,Audubon's “Shoveller Duck” is today's Northern Shoveler,Featherframe havell.yaml; plate title from audubon.org
328,,Long-legged Avocet,,Himantopus mexicanus,Black-necked Stilt,bknsti,eBird/Clements 2025,Q280358,5229128,62DAF6CC29ADBF9A,Himantopus mexicanus_Black-necked Stilt,,high,,Audubon's “Long-legged Avocet” is today's Black-necked Stilt,Featherframe havell.yaml; plate title from audubon.org
329,,Yellow-breasted Rail,,Coturnicops noveboracensis,Yellow Rail,yelrai,eBird/Clements 2025,Q1260592,5228183,2B100B36647125D7,Coturnicops noveboracensis_Yellow Rail,,high,,Audubon's “Yellow-breasted Rail” is today's Yellow Rail,Featherframe havell.yaml; plate title from audubon.org
330,,Ring Plover,,Charadrius semipalmatus,Semipalmated Plover,semplo,eBird/Clements 2025,Q468009,2480295,95E28A57CB50B0D7,Charadrius semipalmatus_Semipalmated Plover,,high,,Audubon's “Ring Plover” is today's Semipalmated Plover,Featherframe havell.yaml; plate title from audubon.org
331,,Goosander,,Mergus merganser,Common Merganser,commer,eBird/Clements 2025,Q180991,9537647,407E2CA886367DBB,Mergus merganser_Common Merganser,,high,,Audubon's “Goosander” is today's Common Merganser,Featherframe havell.yaml; plate title from audubon.org
332,,Pied Duck,,Camptorhynchus labradorius,Labrador Duck,labduc,eBird/Clements 2025,Q578813,5232436,80897D192B0FD8A7,,,high,,Audubon's “Pied Duck” is today's Labrador Duck,Featherframe havell.yaml; plate title from audubon.org
333,,Green Heron,,Butorides virescens,Green Heron,grnher,eBird/Clements 2025,Q498228,9539567,86D45B8F04F61F0E,Butorides virescens_Green Heron,,high,,,Featherframe havell.yaml; plate title from audubon.org
334,,Black-bellied Plover,,Pluvialis squatarola,Black-bellied Plover,bkbplo,eBird/Clements 2025,Q18835,2480327,27903EF7E618A6A2,Pluvialis squatarola_Black-bellied Plover,,high,,,Featherframe havell.yaml; plate title from audubon.org
335,,Red-breasted Snipe,,Limnodromus griseus,Short-billed Dowitcher,shbdow,eBird/Clements 2025,Q371633,2481672,4A3B2CFF53868550,Limnodromus griseus_Short-billed Dowitcher,,high,,Audubon's “Red-breasted Snipe” is today's Short-billed Dowitcher,Featherframe havell.yaml; plate title from audubon.org
336,,Yellow-Crowned Heron,,Nyctanassa violacea,Yellow-crowned Night Heron,ycnher,eBird/Clements 2025,Q764282,2480953,C677249004161A94,Nyctanassa violacea_Yellow-crowned Night-Heron,,high,,Audubon's “Yellow-Crowned Heron” is today's Yellow-crowned Night Heron,Featherframe havell.yaml; plate title from audubon.org
337,,American Bittern,,Botaurus lentiginosus,American Bittern,amebit,eBird/Clements 2025,Q743017,2480911,13E9F9B48CD5A08A,Botaurus lentiginosus_American Bittern,,high,,,Featherframe havell.yaml; plate title from audubon.org
338,,Bemaculated Duck,,,,,,,,,,,none,,Bemaculated Duck: a hybrid,
339,,Little Auk,,Alle alle,Dovekie,doveki,eBird/Clements 2025,Q26470,2481299,B0932D89F1F74318,,,high,,Audubon's “Little Auk” is today's Dovekie,Featherframe havell.yaml; plate title from audubon.org
340,,Least Stormy-Petrel,,Hydrobates pelagicus,European Storm-Petrel,bripet,eBird/Clements 2025,Q27461,4408455,E1638A370D09095C,Hydrobates pelagicus_European Storm-Petrel,,high,,Audubon's “Least Stormy-Petrel” is today's European Storm-Petrel,Featherframe havell.yaml; plate title from audubon.org
341,,Great Auk,,Pinguinus impennis,Great Auk,greauk,eBird/Clements 2025,Q189193,5229273,57D2F32E062CB366,,,high,,,Featherframe havell.yaml; plate title from audubon.org
342,,Golden-Eye Duck,,Bucephala clangula,Common Goldeneye,comgol,eBird/Clements 2025,Q29865,2498326,68EA281AF74846D2,Bucephala clangula_Common Goldeneye,,high,,Audubon's “Golden-Eye Duck” is today's Common Goldeneye,Featherframe havell.yaml; plate title from audubon.org
343,,Ruddy Duck,,Oxyura jamaicensis,Ruddy Duck,rudduc,eBird/Clements 2025,Q647461,2498305,DF1E2A1D,Oxyura jamaicensis_Ruddy Duck,,high,,,Featherframe havell.yaml; plate title from audubon.org
344,,Long-legged Sandpiper,,Calidris himantopus,Stilt Sandpiper,stisan,eBird/Clements 2025,Q839820,5229400,ECDE73F2E6E6E622,Calidris himantopus_Stilt Sandpiper,,high,,Audubon's “Long-legged Sandpiper” is today's Stilt Sandpiper,Featherframe havell.yaml; plate title from audubon.org
345,,American Widgeon,,Mareca americana,American Wigeon,amewig,eBird/Clements 2025,,,D201EB7230F20770,Mareca americana_American Wigeon,,high,,Audubon's “American Widgeon” is today's American Wigeon,Featherframe havell.yaml; plate title from audubon.org
346,,Black-Throated Diver,,Gavia pacifica,Pacific Loon,pacloo,eBird/Clements 2025,Q558990,2481955,B7D7EF2398F42295,Gavia pacifica_Pacific Loon,,high,,Audubon's “Black-Throated Diver” is today's Pacific Loon,Featherframe havell.yaml; plate title from audubon.org
347,,Smew or White Nun,,Mergellus albellus,Smew,smew,eBird/Clements 2025,Q200646,2498285,F1F520368CC95F88,Mergellus albellus_Smew,,high,,Audubon's “Smew or White Nun” is today's Smew,Featherframe havell.yaml; plate title from audubon.org
348,,Gadwall Duck,,Mareca strepera,Gadwall,gadwal,eBird/Clements 2025,Q28106966,9362027,C235A4D712BB8855,Mareca strepera_Gadwall,,high,,Audubon's “Gadwall Duck” is today's Gadwall,Featherframe havell.yaml; plate title from audubon.org
349,,Least Water-hen,,Laterallus jamaicensis,Black Rail,blkrai,eBird/Clements 2025,Q1268977,2474590,C5DF08E75E27B2B5,Laterallus jamaicensis_Black Rail,,high,,Audubon's “Least Water-hen” is today's Black Rail,Featherframe havell.yaml; plate title from audubon.org
350,,Rocky Mountain Plover,,Anarhynchus montanus,Mountain Plover,mouplo,eBird/Clements 2025,Q1273806,2480292,1FFFEF4EDDE2157D,Charadrius montanus_Mountain Plover,,high,,Audubon's “Rocky Mountain Plover” is today's Mountain Plover,Featherframe havell.yaml; plate title from audubon.org
351,,Great Cinereous Owl,,Strix nebulosa,Great Gray Owl,grgowl,eBird/Clements 2025,Q200724,2497522,FA36ABE544B38D79,Strix nebulosa_Great Gray Owl,,high,,Audubon's “Great Cinereous Owl” is today's Great Gray Owl,Featherframe havell.yaml; plate title from audubon.org
352,,Black-Winged Hawk,,Elanus leucurus,White-tailed Kite,whtkit,eBird/Clements 2025,Q693593,2480367,CAA5E106BE76C1D0,Elanus leucurus_White-tailed Kite,,high,,Audubon's “Black-Winged Hawk” is today's White-tailed Kite,Featherframe havell.yaml; plate title from audubon.org
353,"3. Male, 4. Female.",Black-capt Titmouse,,Poecile atricapillus,Black-capped Chickadee,bkcchi,eBird/Clements 2025,Q282687,2487805,B1F0CC82E34E4541,Poecile atricapillus_Black-capped Chickadee,,high,,Audubon's “Black-capt Titmouse” is today's Black-capped Chickadee,Featherframe havell.yaml; plate title from audubon.org
353,,"Chesnut-backed Titmouse, Black-capt Titmouse and Chesnut-crowned Titmouse",,Poecile rufescens,Chestnut-backed Chickadee,chbchi,eBird/Clements 2025,Q945114,2487783,FF592882F8E925A2,Poecile rufescens_Chestnut-backed Chickadee,,high,,"Audubon's “Chesnut-backed Titmouse, Black-capt Titmouse and Chesnut-crowned Titmouse” is today's Chestnut-backed Chickadee",Featherframe havell.yaml; plate title from audubon.org
354,,Louisiana Tanager and Scarlet Tanager,,Piranga olivacea,Scarlet Tanager,scatan,eBird/Clements 2025,Q1193366,2488517,4210163221C2E458,Piranga olivacea_Scarlet Tanager,,high,,Audubon's “Louisiana Tanager and Scarlet Tanager” is today's Scarlet Tanager,Featherframe havell.yaml; plate title from audubon.org
354,,Louisiana Tanager and Scarlet Tanager,,Piranga ludoviciana,Western Tanager,westan,eBird/Clements 2025,Q384342,2488484,0ADA5F17E6C7CA54,Piranga ludoviciana_Western Tanager,,high,,Audubon's “Louisiana Tanager and Scarlet Tanager” is today's Western Tanager,Featherframe havell.yaml; plate title from audubon.org
355,,MacGillivray's Finch,,,,,,,,,,,none,,"not identified here yet: Featherframe pins one plate per species, and this is likely a second plate of one",
356,,Marsh Hawk,,Circus hudsonius,Northern Harrier,norhar2,eBird/Clements 2025,Q2603050,6101217,A091D50AA92D949C,Circus hudsonius_Northern Harrier,,high,,Audubon's “Marsh Hawk” is today's Northern Harrier,Featherframe havell.yaml; plate title from audubon.org
357,,American Magpie,,Pica hudsonia,Black-billed Magpie,bkbmag1,eBird/Clements 2025,Q254057,5229487,640D71AA0686446D,Pica hudsonia_Black-billed Magpie,,high,,Audubon's “American Magpie” is today's Black-billed Magpie,Featherframe havell.yaml; plate title from audubon.org
358,,Pine Grosbeak,,Pinicola enucleator,Pine Grosbeak,pingro,eBird/Clements 2025,Q214571,2494771,83AC4DAD94AFC411,Pinicola enucleator_Pine Grosbeak,,high,,,Featherframe havell.yaml; plate title from audubon.org
359,,"Arkansaw Flycatcher, Swallow-Tailed Flycatcher and Says Flycatcher",,Sayornis saya,Say's Phoebe,saypho,eBird/Clements 2025,Q204055,2483607,28669A3DB1A28C69,Sayornis saya_Say's Phoebe,,high,,"Audubon's “Arkansaw Flycatcher, Swallow-Tailed Flycatcher and Says Flycatcher” is today's Say's Phoebe",Featherframe havell.yaml; plate title from audubon.org
359,,"Arkansaw Flycatcher, Swallow-Tailed Flycatcher and Says Flycatcher",,Tyrannus forficatus,Scissor-tailed Flycatcher,sctfly,eBird/Clements 2025,Q1189983,5229687,6F65F82B4A1BA7F2,Tyrannus forficatus_Scissor-tailed Flycatcher,,high,,"Audubon's “Arkansaw Flycatcher, Swallow-Tailed Flycatcher and Says Flycatcher” is today's Scissor-tailed Flycatcher",Featherframe havell.yaml; plate title from audubon.org
359,,"Arkansaw Flycatcher, Swallow-Tailed Flycatcher and Says Flycatcher",,Tyrannus verticalis,Western Kingbird,weskin,eBird/Clements 2025,Q673149,5229675,2281F1C77260C0AB,Tyrannus verticalis_Western Kingbird,,high,,"Audubon's “Arkansaw Flycatcher, Swallow-Tailed Flycatcher and Says Flycatcher” is today's Western Kingbird",Featherframe havell.yaml; plate title from audubon.org
360,,Winter Wren and Rock Wren,,Troglodytes hiemalis,Winter Wren,winwre3,eBird/Clements 2025,Q10828228,7340825,C757BD95E71493FF,Troglodytes hiemalis_Winter Wren,,high,,Audubon's “Winter Wren and Rock Wren” is today's Winter Wren,Featherframe havell.yaml; plate title from audubon.org
360,,Winter Wren and Rock Wren,,Salpinctes obsoletus,Rock Wren,rocwre,eBird/Clements 2025,Q935880,5231483,76DF73A9F213E90A,Salpinctes obsoletus_Rock Wren,,high,,Audubon's “Winter Wren and Rock Wren” is today's Rock Wren,Featherframe havell.yaml; plate title from audubon.org
361,,Long-tailed or Dusky Grous,,Dendragapus obscurus,Dusky Grouse,dusgro,eBird/Clements 2025,Q543345,2473588,A55D83A9520AA6DA,Dendragapus obscurus_Dusky Grouse,,high,,Audubon's “Long-tailed or Dusky Grous” is today's Dusky Grouse,Featherframe havell.yaml; plate title from audubon.org
362,,"Yellow-billed Magpie, Stellers Jay, Ultramarine Jay and Clark's Crow",,Nucifraga columbiana,Clark's Nutcracker,clanut,eBird/Clements 2025,Q1142785,2482614,D1FC2D6B79D0A812,Nucifraga columbiana_Clark's Nutcracker,,high,,"Audubon's “Yellow-billed Magpie, Stellers Jay, Ultramarine Jay and Clark's Crow” is today's Clark's Nutcracker",Featherframe havell.yaml; plate title from audubon.org
362,,"Yellow-billed Magpie, Stellers Jay, Ultramarine Jay and Clark's Crow",,Cyanocitta stelleri,Steller's Jay,stejay,eBird/Clements 2025,Q838749,2482598,2225D685AF4DB1D5,Cyanocitta stelleri_Steller's Jay,,high,,"Audubon's “Yellow-billed Magpie, Stellers Jay, Ultramarine Jay and Clark's Crow” is today's Steller's Jay",Featherframe havell.yaml; plate title from audubon.org
362,,"Yellow-billed Magpie, Stellers Jay, Ultramarine Jay and Clark's Crow",,Pica nuttalli,Yellow-billed Magpie,yebmag,eBird/Clements 2025,Q1144421,5229489,538A9CA74642F119,Pica nuttalli_Yellow-billed Magpie,,high,,"Audubon's “Yellow-billed Magpie, Stellers Jay, Ultramarine Jay and Clark's Crow” is today's Yellow-billed Magpie",Featherframe havell.yaml; plate title from audubon.org
363,,Bohemian Chatterer,,Bombycilla garrulus,Bohemian Waxwing,bohwax,eBird/Clements 2025,Q26135,2484605,AEF821EC4625150E,Bombycilla garrulus_Bohemian Waxwing,,high,,Audubon's “Bohemian Chatterer” is today's Bohemian Waxwing,Featherframe havell.yaml; plate title from audubon.org
364,,White-winged Crossbill,,Loxia leucoptera,White-winged Crossbill,whwcro,eBird/Clements 2025,Q331190,8144830,80C297E6B82452E7,Loxia leucoptera_White-winged Crossbill,,high,,,Featherframe havell.yaml; plate title from audubon.org
365,,Lapland Long-spur,,Calcarius lapponicus,Lapland Longspur,laplon,eBird/Clements 2025,Q208703,2491678,3534E4CEBACCB166,Calcarius lapponicus_Lapland Longspur,,high,,Audubon's “Lapland Long-spur” is today's Lapland Longspur,Featherframe havell.yaml; plate title from audubon.org
366,,"Iceland, or Jer Falcon",,,,,,,,,,,none,,"not identified here yet: Featherframe pins one plate per species, and this is likely a second plate of one",
367,,Band-tailed Pigeon,,Patagioenas fasciata,Band-tailed Pigeon,batpig1,eBird/Clements 2025,Q512061,2495266,31ACA9981952B4C4,Patagioenas fasciata_Band-tailed Pigeon,,high,,,Featherframe havell.yaml; plate title from audubon.org
368,,Rock Grous,,Lagopus muta,Rock Ptarmigan,rocpta1,eBird/Clements 2025,Q205930,5227679,79B161B7017DD7ED,Lagopus muta_Rock Ptarmigan,,high,,Audubon's “Rock Grous” is today's Rock Ptarmigan,Featherframe havell.yaml; plate title from audubon.org
369,,Mountain Mocking bird and Varied Thrush,,Oreoscoptes montanus,Sage Thrasher,sagthr,eBird/Clements 2025,Q1587710,2494973,F6DF700B33402E74,Oreoscoptes montanus_Sage Thrasher,,high,,Audubon's “Mountain Mocking bird and Varied Thrush” is today's Sage Thrasher,Featherframe havell.yaml; plate title from audubon.org
369,,Mountain Mocking bird and Varied Thrush,,Ixoreus naevius,Varied Thrush,varthr,eBird/Clements 2025,Q26656,2490926,583128734B0F566A,Ixoreus naevius_Varied Thrush,,high,,Audubon's “Mountain Mocking bird and Varied Thrush” is today's Varied Thrush,Featherframe havell.yaml; plate title from audubon.org
370,,American Water Ouzel,,Cinclus mexicanus,American Dipper,amedip,eBird/Clements 2025,Q912010,9606873,A5EC8BF53E504B0A,Cinclus mexicanus_American Dipper,,high,,Audubon's “American Water Ouzel” is today's American Dipper,Featherframe havell.yaml; plate title from audubon.org
371,,Cock of the Plains,,Centrocercus urophasianus,Greater Sage-Grouse,saggro,eBird/Clements 2025,Q747372,5959240,B7E467E2127D8C11,Centrocercus urophasianus_Greater Sage-Grouse,,high,,Audubon's “Cock of the Plains” is today's Greater Sage-Grouse,Featherframe havell.yaml; plate title from audubon.org
372,,Common Buzzard,,Buteo swainsoni,Swainson's Hawk,swahaw,eBird/Clements 2025,Q833963,2480562,DE473F42C06227F0,Buteo swainsoni_Swainson's Hawk,,high,,Audubon's “Common Buzzard” is today's Swainson's Hawk,Featherframe havell.yaml; plate title from audubon.org
373,,Evening Grosbeak and Spotted Grosbeak,,Pheucticus melanocephalus,Black-headed Grosbeak,bkhgro,eBird/Clements 2025,Q998547,2490487,824361E5ACCA64DB,Pheucticus melanocephalus_Black-headed Grosbeak,,high,,Audubon's “Evening Grosbeak and Spotted Grosbeak” is today's Black-headed Grosbeak,Featherframe havell.yaml; plate title from audubon.org
373,,Evening Grosbeak and Spotted Grosbeak,,Hesperiphona vespertina,Evening Grosbeak,evegro,eBird/Clements 2025,,,C6B5497C9DB6796A,Coccothraustes vespertinus_Evening Grosbeak,,high,,Audubon's “Evening Grosbeak and Spotted Grosbeak” is today's Evening Grosbeak,Featherframe havell.yaml; plate title from audubon.org
374,,Sharp-shinned Hawk,,Accipiter striatus,Sharp-shinned Hawk,shshaw,eBird/Clements 2025,Q386569,2480612,862DF14942ABC6D0,Accipiter striatus_Sharp-shinned Hawk,,high,,,Featherframe havell.yaml; plate title from audubon.org
375,,Lesser Red-Poll,,Acanthis flammea,Redpoll,redpol1,eBird/Clements 2025,Q20754771,5231630,A2BB98A9,Acanthis flammea_Common Redpoll,,high,,Audubon's “Lesser Red-Poll” is today's Redpoll,Featherframe havell.yaml; plate title from audubon.org
376,,Trumpeter Swan,,Cygnus buccinator,Trumpeter Swan,truswa,eBird/Clements 2025,Q733375,2498345,B86C504C5B960813,Cygnus buccinator_Trumpeter Swan,,high,,,Featherframe havell.yaml; plate title from audubon.org
377,,Scolopaceus Courlan,,Aramus guarauna,Limpkin,limpki,eBird/Clements 2025,Q725276,2474337,5D864313BEB5CCAA,Aramus guarauna_Limpkin,,high,,Audubon's “Scolopaceus Courlan” is today's Limpkin,Featherframe havell.yaml; plate title from audubon.org
378,,Hawk Owl,,Surnia ulula,Northern Hawk Owl,nohowl,eBird/Clements 2025,Q193192,2497894,C2018A5DD8CDB5F5,Surnia ulula_Northern Hawk Owl,,high,,Audubon's “Hawk Owl” is today's Northern Hawk Owl,Featherframe havell.yaml; plate title from audubon.org
379,,Ruff-necked Humming-bird,,Selasphorus rufus,Rufous Hummingbird,rufhum,eBird/Clements 2025,Q1190038,2476855,1E1B6D193325DFB6,Selasphorus rufus_Rufous Hummingbird,,high,,Audubon's “Ruff-necked Humming-bird” is today's Rufous Hummingbird,Featherframe havell.yaml; plate title from audubon.org
380,,Tengmalm's Owl,,Aegolius funereus,Boreal Owl,borowl,eBird/Clements 2025,Q174466,5739298,8AB4EAF6DBFA02CE,Aegolius funereus_Boreal Owl,,high,,Audubon's “Tengmalm's Owl” is today's Boreal Owl,Featherframe havell.yaml; plate title from audubon.org
381,,Snow Goose,,Anser caerulescens,Snow Goose,snogoo,eBird/Clements 2025,Q27074540,2498167,D3A260BCA65503C6,Anser caerulescens_Snow Goose,,high,,,Featherframe havell.yaml; plate title from audubon.org
382,,Sharp-tailed Grous,,Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro,eBird/Clements 2025,Q19068,2473514,861CBBDA948F5C13,Tympanuchus phasianellus_Sharp-tailed Grouse,,high,,Audubon's “Sharp-tailed Grous” is today's Sharp-tailed Grouse,Featherframe havell.yaml; plate title from audubon.org
383,,Long-eared Owl,,Asio otus,Long-eared Owl,loeowl,eBird/Clements 2025,Q25384,2497306,FC4D40D2D5CEA6BE,Asio otus_Long-eared Owl,,high,,,Featherframe havell.yaml; plate title from audubon.org
384,,Black-throated Bunting,,Spiza americana,Dickcissel,dickci,eBird/Clements 2025,Q1210224,2490363,592E58CE67D092DA,Spiza americana_Dickcissel,,high,,Audubon's “Black-throated Bunting” is today's Dickcissel,Featherframe havell.yaml; plate title from audubon.org
385,,Bank Swallow and Violet-green Swallow,,Tachycineta thalassina,Violet-green Swallow,vigswa,eBird/Clements 2025,Q1059968,5230754,75DC49ADA7DBE82B,Tachycineta thalassina_Violet-green Swallow,,high,,Audubon's “Bank Swallow and Violet-green Swallow” is today's Violet-green Swallow,Featherframe havell.yaml; plate title from audubon.org
385,,Bank Swallow and Violet-green Swallow,,Riparia riparia,Bank Swallow,banswa,eBird/Clements 2025,Q25909,2489160,94A1C447583CB6D2,Riparia riparia_Bank Swallow,,high,,Audubon's “Bank Swallow and Violet-green Swallow” is today's Bank Swallow,Featherframe havell.yaml; plate title from audubon.org
386,,White Heron,,Ardea alba,Great Egret,greegr,eBird/Clements 2025,Q130730,9752617,49D9148A171E7F2E,Ardea alba_Great Egret,,high,,Audubon's “White Heron” is today's Great Egret,Featherframe havell.yaml; plate title from audubon.org
387,,Glossy Ibis,,Plegadis falcinellus,Glossy Ibis,gloibi,eBird/Clements 2025,Q178811,2480773,D4540F880A3EC3BB,Plegadis falcinellus_Glossy Ibis,,high,,,Featherframe havell.yaml; plate title from audubon.org
388,,"Nuttall's Starling, Yellow-headed Troopial and Bullock's Oriole",,Icterus bullockii,Bullock's Oriole,bulori,eBird/Clements 2025,Q851912,5229864,7E65A952009BFD5F,Icterus bullockii_Bullock's Oriole,,high,,"Audubon's “Nuttall's Starling, Yellow-headed Troopial and Bullock's Oriole” is today's Bullock's Oriole",Featherframe havell.yaml; plate title from audubon.org
388,,"Nuttall's Starling, Yellow-headed Troopial and Bullock's Oriole",,Agelaius tricolor,Tricolored Blackbird,tribla,eBird/Clements 2025,Q890921,2484445,80285D5C3871EE38,Agelaius tricolor_Tricolored Blackbird,,high,,"Audubon's “Nuttall's Starling, Yellow-headed Troopial and Bullock's Oriole” is today's Tricolored Blackbird",Featherframe havell.yaml; plate title from audubon.org
388,,"Nuttall's Starling, Yellow-headed Troopial and Bullock's Oriole",,Xanthocephalus xanthocephalus,Yellow-headed Blackbird,yehbla,eBird/Clements 2025,Q527750,2484195,3E2D0C9BADB782DB,Xanthocephalus xanthocephalus_Yellow-headed Blackbird,,high,,"Audubon's “Nuttall's Starling, Yellow-headed Troopial and Bullock's Oriole” is today's Yellow-headed Blackbird",Featherframe havell.yaml; plate title from audubon.org
389,,Red-Cockaded Woodpecker,,Leuconotopicus borealis,Red-cockaded Woodpecker,recwoo,eBird/Clements 2025,Q575963,2477828,0BFCAE7944494A64,Dryobates borealis_Red-cockaded Woodpecker,,high,,Audubon's “Red-Cockaded Woodpecker” is today's Red-cockaded Woodpecker,Featherframe havell.yaml; plate title from audubon.org
390,,"Lark Finch, Prairie Finch and Brown Song Sparrow",,Calamospiza melanocorys,Lark Bunting,larbun,eBird/Clements 2025,Q1194261,2491893,938C5572D8E74782,Calamospiza melanocorys_Lark Bunting,,high,,"Audubon's “Lark Finch, Prairie Finch and Brown Song Sparrow” is today's Lark Bunting",Featherframe havell.yaml; plate title from audubon.org
390,,"Lark Finch, Prairie Finch and Brown Song Sparrow",,Chondestes grammacus,Lark Sparrow,larspa,eBird/Clements 2025,Q1528805,2491651,78509A5D6015C509,Chondestes grammacus_Lark Sparrow,,high,,"Audubon's “Lark Finch, Prairie Finch and Brown Song Sparrow” is today's Lark Sparrow",Featherframe havell.yaml; plate title from audubon.org
391,,Brant Goose,,Branta bernicla,Brant,brant,eBird/Clements 2025,Q27050,5232446,3E04020B54C14FCC,Branta bernicla_Brant,,high,,Audubon's “Brant Goose” is today's Brant,Featherframe havell.yaml; plate title from audubon.org
392,,Louisiana Hawk,,Parabuteo unicinctus,Harris's Hawk,hrshaw,eBird/Clements 2025,Q742698,2480410,FBED1927FAA44D27,Parabuteo unicinctus_Harris's Hawk,,high,,Audubon's “Louisiana Hawk” is today's Harris's Hawk,Featherframe havell.yaml; plate title from audubon.org
393,,"Townsend's Warbler, Arctic Blue-bird and Western Blue-bird",,Sialia currucoides,Mountain Bluebird,moublu,eBird/Clements 2025,Q819825,2490935,97B870B4D154F7DB,Sialia currucoides_Mountain Bluebird,,high,,"Audubon's “Townsend's Warbler, Arctic Blue-bird and Western Blue-bird” is today's Mountain Bluebird",Featherframe havell.yaml; plate title from audubon.org
393,,"Townsend's Warbler, Arctic Blue-bird and Western Blue-bird",,Setophaga townsendi,Townsend's Warbler,towwar,eBird/Clements 2025,Q512543,6092651,F6C6C3F7E27ED557,Setophaga townsendi_Townsend's Warbler,,high,,"Audubon's “Townsend's Warbler, Arctic Blue-bird and Western Blue-bird” is today's Townsend's Warbler",Featherframe havell.yaml; plate title from audubon.org
393,,"Townsend's Warbler, Arctic Blue-bird and Western Blue-bird",,Sialia mexicana,Western Bluebird,wesblu,eBird/Clements 2025,Q882923,2490936,AC2B812A19A746DC,Sialia mexicana_Western Bluebird,,high,,"Audubon's “Townsend's Warbler, Arctic Blue-bird and Western Blue-bird” is today's Western Bluebird",Featherframe havell.yaml; plate title from audubon.org
394,,"Chestnut-coloured Finch, Black-headed Siskin, Black crown Bunting and Arctic Ground Finch",,Calcarius ornatus,Chestnut-collared Longspur,chclon,eBird/Clements 2025,Q927367,2491677,B64C1B1DE240735A,Calcarius ornatus_Chestnut-collared Longspur,,high,,"Audubon's “Chestnut-coloured Finch, Black-headed Siskin, Black crown Bunting and Arctic Ground Finch” is today's Chestnut-collared Longspur",Featherframe havell.yaml; plate title from audubon.org
394,,"Chestnut-coloured Finch, Black-headed Siskin, Black crown Bunting and Arctic Ground Finch",,Zonotrichia atricapilla,Golden-crowned Sparrow,gocspa,eBird/Clements 2025,Q690956,5231138,BD61BDEC7D0A1633,Zonotrichia atricapilla_Golden-crowned Sparrow,,high,,"Audubon's “Chestnut-coloured Finch, Black-headed Siskin, Black crown Bunting and Arctic Ground Finch” is today's Golden-crowned Sparrow",Featherframe havell.yaml; plate title from audubon.org
394,,"Chestnut-coloured Finch, Black-headed Siskin, Black crown Bunting and Arctic Ground Finch",,Pipilo maculatus,Spotted Towhee,spotow,eBird/Clements 2025,Q1586862,2491210,0B0BC750365D5F26,Pipilo maculatus_Spotted Towhee,,high,,"Audubon's “Chestnut-coloured Finch, Black-headed Siskin, Black crown Bunting and Arctic Ground Finch” is today's Spotted Towhee",Featherframe havell.yaml; plate title from audubon.org
395,,"Audubon's Warbler, Hermit Warbler and Black-throated gray Warbler",,Setophaga nigrescens,Black-throated Gray Warbler,btywar,eBird/Clements 2025,Q3176524,7341770,6B7A93C56A110723,Setophaga nigrescens_Black-throated Gray Warbler,,high,,"Audubon's “Audubon's Warbler, Hermit Warbler and Black-throated gray Warbler” is today's Black-throated Gray Warbler",Featherframe havell.yaml; plate title from audubon.org
395,,"Audubon's Warbler, Hermit Warbler and Black-throated gray Warbler",,Setophaga occidentalis,Hermit Warbler,herwar,eBird/Clements 2025,Q903940,6092644,0EB07C122ABCDA6F,Setophaga occidentalis_Hermit Warbler,,high,,"Audubon's “Audubon's Warbler, Hermit Warbler and Black-throated gray Warbler” is today's Hermit Warbler",Featherframe havell.yaml; plate title from audubon.org
